speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert,party,question_clean,qud_answer_fit,qud_question_fit,winner
Hillary Clinton,… $4 billion tax benefit for your family. And when you look at what you are proposing…,Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,How much? How much for my family?,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,… it is…,Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,"Lester, how much?",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"… as I said, trumped- up trickle- down. Trickle- down did not work. It got us into the mess we were in, in 2008 and 2009. Slashing taxes on the wealthy hasnt worked. And a lot of really smart, wealthy people know that. And they are saying, hey, we need to do more to make the contributions we should be making to rebuild the middle class. I dont think top- down works in America. I think building the middle class, investing in the middle class, making college debt- free so more young people can get their education, helping people refinance their— their debt from college at a lower rate. Those are the kinds of things that will really boost the economy. Broad- based, inclusive growth is what we need in America, not more advantages for people at the very top.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Lester Holt,"Mr. Trump, were…",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"Typical politician. All talk, no action. Sounds good, doesnt work. Never going to happen. Our country is suffering because people like Secretary Clinton have made such bad decisions in terms of our jobs and in terms of whats going on. Now, look, we have the worst revival of an economy since the Great Depression. And believe me; Were in a bubble right now. And the only thing that looks good is the stock market, but if you raise interest rates even a little bit, thats going to come crashing down. We are in a big, fat, ugly bubble. And we better be awfully careful. And we have a Fed thats doing political things. This Janet Yellen of the Fed. The Fed is doing political— by keeping the interest rates at this level. And believe me; The day Obama goes off, and he leaves, and goes out to the golf course for the rest of his life to play golf, when they raise interest rates, youre going to see some very bad things happen, because the Fed is not doing their job. The Fed is being more political than Secretary Clinton.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"Mr. Trump, were talking about the burden that Americans have to pay, yet you have not released your tax returns. And the reason nominees have released their returns for decades is so that voters will know if their potential president owes money to— who he owes it to and any business conflicts. Dont Americans have a right to know if there are any conflicts of interest?",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"I dont mind releasing— Im under a routine audit. And itll be released. And— as soon as the audits finished, it will be released. But you will learn more about Donald Trump by going down to the federal elections, where I filed a 104- page essentially financial statement of sorts, the forms that they have. It shows income— in fact, the income— I just looked today— the income is filed at $694 million for this past year, $694 million. If you would have told me I was going to make that 15 or 20 years ago, I would have been very surprised. But thats the kind of thinking that our country needs. When we have a country thats doing so badly, thats being ripped off by every single country in the world, its the kind of thinking that our country needs, because everybody— Lester, we have a trade deficit with all of the countries that we do business with, of almost $800 billion a year. You know what that is? That means, whos negotiating these trade deals? We have people that are political hacks negotiating our trade deals.",Pres,2016,2016-09-26,1,What is the importance of financial transparency and effective negotiation in improving the United States' economic situation and trade deals?,"You were talking about the burden that Americans have to pay, yet you have not released your tax returns. And the reason nominees have released their returns for decades is so that voters will know if their potential president owes money to— who he owes it to and any business conflicts. Dont Americans have a right to know if there are any conflicts of interest?",0.88297683,0.9075407982,0.7181715965,0.3084993362,Republican,Don't Americans have a right to know if there are any conflicts of interest?,3.0,3.0,1.0
Lester Holt,The IRS says an audit…,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,Excuse me.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"… of your taxes— youre perfectly free to release your taxes during an audit. And so the question, does the publics right to know outweigh your personal…",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"Well, I told you, I will release them as soon as the audit. Look, Ive been under audit almost for 15 years. I know a lot of wealthy people that have never been audited. I said, do you get audited? I get audited almost every year. And in a way, I should be complaining. Im not even complaining. I dont mind it. Its almost become a way of life. I get audited by the IRS. But other people dont. I will say this. We have a situation in this country that has to be taken care of. I will release my tax returns— against my lawyers wishes— when she releases her 33, 000 e- mails that have been deleted. As soon as she releases them, I will release. [applause] I will release my tax returns. And thats against— my lawyers, they say, “Dont do it. ” I will tell you this. No— in fact, watching shows, theyre reading the papers. Almost every lawyer says, you dont release your returns until the audits complete. When the audits complete, Ill do it. But I would go against them if she releases her e- mails.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,So its negotiable?,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"Its not negotiable, no. Let her release the e- mails. Why did she delete 33, 000…",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"Well, Ill let her answer that. But let me just admonish the audience one more time. There was an agreement. We did ask you to be silent, so it would be helpful for us. Secretary Clinton?",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,"Well, I think youve just seen another example of bait- and- switch here. For 40 years, everyone running for president has released their tax returns. You can go and see nearly, I think, 39, 40 years of our tax returns, but everyone has done it. We know the IRS has made clear there is no prohibition on releasing it when youre under audit. So youve got to ask yourself, why wont he release his tax returns? And I think there may be a couple of reasons. First, maybe hes not as rich as he says he is. Second, maybe hes not as charitable as he claims to be. Third, we dont know all of his business dealings, but we have been told through investigative reporting that he owes about $650 million to Wall Street and foreign banks. Or maybe he doesnt want the American people, all of you watching tonight, to know that hes paid nothing in federal taxes, because the only years that anybodys ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license, and they showed he didnt pay any federal income tax.",Pres,2016,2016-09-26,1,Why is it important for presidential candidates to release their tax returns?,"You were talking about the burden that Americans have to pay, yet you have not released your tax returns. And the reason nominees have released their returns for decades is so that voters will know if their potential president owes money to— who he owes it to and any business conflicts. Dont Americans have a right to know if there are any conflicts of interest?",0.9226201773,0.9106550217,0.7494716644,0.2522201538,Democratic,Don't Americans have a right to know if there are any conflicts of interest?,3.0,3.0,0.0
Donald Trump,That makes me smart.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"So if hes paid zero, that means zero for troops, zero for vets, zero for schools or health. And I think probably hes not all that enthusiastic about having the rest of our country see what the real reasons are, because it must be something really important, even terrible, that hes trying to hide. And the financial disclosure statements, they dont give you the tax rate. They dont give you all the details that tax returns would. And it just seems to me that this is something that the American people deserve to see. And I have no reason to believe that hes ever going to release his tax returns, because theres something hes hiding. And well guess. Well keep guessing at what it might be that hes hiding. But I think the question is, were he ever to get near the White House, what would be those conflicts? Who does he owe money to? Well, he owes you the answers to that, and he should provide them.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Lester Holt,He also— he also raised the issue of your e- mails. Do you want to respond to that?,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,"I do. You know, I made a mistake using a private e- mail.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,Thats for sure.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"And if I had to do it over again, I would, obviously, do it differently. But Im not going to make any excuses. It was a mistake, and I take responsibility for that.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Lester Holt,Mr. Trump?,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"That was more than a mistake. That was done purposely. ok? That was not a mistake. That was done purposely. When you have your staff taking the Fifth Amendment, taking the Fifth so theyre not prosecuted, when you have the man that set up the illegal server taking the Fifth, I think its disgraceful. And believe me, this country thinks its— really thinks its disgraceful, also. As far as my tax returns, you dont learn that much from tax returns. That I can tell you. You learn a lot from financial disclosure. And you should go down and take a look at that. The other thing, Im extremely underleveraged. The report that said $650— which, by the way, a lot of friends of mine that know my business say, boy, thats really not a lot of money. Its not a lot of money relative to what I had. The buildings that were in question, they said in the same report, which was— actually, it wasnt even a bad story, to be honest with you, but the buildings are worth $3. 9 billion. And the $650 isnt even on that. But its not $650. Its much less than that. But I could give you a list of banks, I would— if that would help you, I would give you a list of banks. These are very fine institutions, very fine banks. I could do that very quickly. I am very underleveraged. I have a great company. I have a tremendous income. And the reason I say that is not in a braggadocios way. Its because its about time that this country had somebody running it that has an idea about money. When we have $20 trillion in debt, and our countrys a mess, you know, its one thing to have $20 trillion in debt and our roads are good and our bridges are good and everythings in great shape, our airports. Our airports are like from a third world country. You land at LaGuardia, you land at Kennedy, you land at LAX, you land at Newark, and you come in from Dubai and Qatar and you see these incredible— you come in from China, you see these incredible airports, and you land— weve become a third world country. So the worst of all things has happened. We owe $20 trillion, and were a mess. We havent even started. And weve spent $6 trillion in the Middle East, according to a report that I just saw. Whether its 6 or 5, but it looks like its 6, $6 trillion in the Middle East, we could have rebuilt our country twice. And its really a shame. And its politicians like Secretary Clinton that have caused this problem. Our country has tremendous problems. Were a debtor nation. Were a serious debtor nation. And we have a country that needs new roads, new tunnels, new bridges, new airports, new schools, new hospitals. And we dont have the money, because its been squandered on so many of your ideas.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,Well let you respond and well move on to the next segment.,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,And maybe because you havent paid any federal income tax for a lot of years. [applause] And the other thing I think is important…,Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,"It would be squandered, too, believe me.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"… is if your— if your main claim to be president of the United States is your business, then I think we should talk about that. You know, your campaign manager said that you built a lot of businesses on the backs of little guys. And, indeed, I have met a lot of the people who were stiffed by you and your businesses, Donald. Ive met dishwashers, painters, architects, glass installers, marble installers, drapery installers, like my dad was, who you refused to pay when they finished the work that you asked them to do. We have an architect in the audience who designed one of your clubhouses at one of your golf courses. Its a beautiful facility. It immediately was put to use. And you wouldnt pay what the man needed to be paid, what he was charging you to do…",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,Maybe he didnt do a good job and I was unsatisfied with his work…,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"Well, to…",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,"Which our country should do, too.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"Do the thousands of people that you have stiffed over the course of your business not deserve some kind of apology from someone who has taken their labor, taken the goods that they produced, and then refused to pay them? I can only say that Im certainly relieved that my late father never did business with you. He provided a good middle- class life for us, but the people he worked for, he expected the bargain to be kept on both sides. And when we talk about your business, youve taken business bankruptcy six times. There are a lot of great businesspeople that have never taken bankruptcy once. You call yourself the King of Debt. You talk about leverage. You even at one time suggested that you would try to negotiate down the national debt of the United States.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,Wrong. Wrong.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"Well, sometimes theres not a direct transfer of skills from business to government, but sometimes what happened in business would be really bad for government.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Lester Holt,Lets let Mr. Trump…,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,And we need to be very clear about that.,Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,"So, yeah, I think— I do think its time. Look, its all words, its all sound bites. I built an unbelievable company. Some of the greatest assets anywhere in the world, real estate assets anywhere in the world, beyond the United States, in Europe, lots of different places. Its an unbelievable company. But on occasion, four times, we used certain laws that are there. And when Secretary Clinton talks about people that didnt get paid, first of all, they did get paid a lot, but taken advantage of the laws of the nation. Now, if you want to change the laws, youve been there a long time, change the laws. But I take advantage of the laws of the nation because Im running a company. My obligation right now is to do well for myself, my family, my employees, for my companies. And thats what I do. But what she doesnt say is that tens of thousands of people that are unbelievably happy and that love me. Ill give you an example. Were just opening up on Pennsylvania Avenue right next to the White House, so if I dont get there one way, Im going to get to Pennsylvania Avenue another. But were opening the Old Post Office. Under budget, ahead of schedule, saved tremendous money. Im a year ahead of schedule. And thats what this country should be doing. We build roads and they cost two and three and four times what theyre supposed to cost. We buy products for our military and they come in at costs that are so far above what they were supposed to be, because we dont have people that know what theyre doing. When we look at the budget, the budget is bad to a large extent because we have people that have no idea as to what to do and how to buy. The Trump International is way under budget and way ahead of schedule. And we should be able to do that for our country.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"Well, were well behind schedule, so I want to move to our next segment. We move into our next segment talking about Americas direction. And lets start by talking about race. The share of Americans who say race relations are bad in this country is the highest its been in decades, much of it amplified by shootings of African- Americans by police, as weve seen recently in Charlotte and Tulsa. Race has been a big issue in this campaign, and one of you is going to have to bridge a very wide and bitter gap. So how do you heal the divide? Secretary Clinton, you get two minutes on this.",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,"Well, youre right. Race remains a significant challenge in our country. Unfortunately, race still determines too much, often determines where people live, determines what kind of education in their public schools they can get, and, yes, it determines how theyre treated in the criminal justice system. Weve just seen those two tragic examples in both Tulsa and Charlotte. And weve got to do several things at the same time. We have to restore trust between communities and the police. We have to work to make sure that our police are using the best training, the best techniques, that theyre well prepared to use force only when necessary. Everyone should be respected by the law, and everyone should respect the law. Right now, thats not the case in a lot of our neighborhoods. So I have, ever since the first day of my campaign, called for criminal justice reform. Ive laid out a platform that I think would begin to remedy some of the problems we have in the criminal justice system. But we also have to recognize, in addition to the challenges that we face with policing, there are so many good, brave police officers who equally want reform. So we have to bring communities together in order to begin working on that as a mutual goal. And weve got to get guns out of the hands of people who should not have them. The gun epidemic is the leading cause of death of young African- American men, more than the next nine causes put together. So we have to do two things, as I said. We have to restore trust. We have to work with the police. We have to make sure they respect the communities and the communities respect them. And we have to tackle the plague of gun violence, which is a big contributor to a lot of the problems that were seeing today.",Pres,2016,2016-09-26,1,What actions should be taken to address the impacts of race on criminal justice and community safety in the United States?,"We move into our next segment talking about Americas direction. And lets start by talking about race. The share of Americans who say race relations are bad in this country is the highest its been in decades, much of it amplified by shootings of African- Americans by police, as weve seen recently in Charlotte and Tulsa. Race has been a big issue in this campaign, and one of you is going to have to bridge a very wide and bitter gap. So how do you heal the divide? ",0.9008985162,0.9176723957,0.7938482761,0.5696543455,Democratic,How do you heal the divide on race relations in America?,3.0,3.0,0.0
Lester Holt,"All right, Mr. Trump, you have two minutes. How do you heal the divide?",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"Well, first of all, Secretary Clinton doesnt want to use a couple of words, and thats law and order. And we need law and order. If we dont have it, were not going to have a country. And when I look at whats going on in Charlotte, a city I love, a city where I have investments, when I look at whats going on throughout various parts of our country, whether its— I mean, I can just keep naming them all day long— we need law and order in our country. I just got today the, as you know, the endorsement of the Fraternal Order of Police, we just— just came in. We have endorsements from, I think, almost every police group, very— I mean, a large percentage of them in the United States. We have a situation where we have our inner cities, African- Americans, Hispanics are living in hell because its so dangerous. You walk down the street, you get shot. In Chicago, theyve had thousands of shootings, thousands since January 1st. Thousands of shootings. And Im saying, where is this? Is this a war- torn country? What are we doing? And we have to stop the violence. We have to bring back law and order. In a place like Chicago, where thousands of people have been killed, thousands over the last number of years, in fact, almost 4, 000 have been killed since Barack Obama became president, over— almost 4, 000 people in Chicago have been killed. We have to bring back law and order. Now, whether or not in a place like Chicago you do stop and frisk, which worked very well, Mayor Giuliani is here, worked very well in New York. It brought the crime rate way down. But you take the gun away from criminals that shouldnt be having it. We have gangs roaming the street. And in many cases, theyre illegally here, illegal immigrants. And they have guns. And they shoot people. And we have to be very strong. And we have to be very vigilant. We have to be— we have to know what were doing. Right now, our police, in many cases, are afraid to do anything. We have to protect our inner cities, because African- American communities are being decimated by crime, decimated.",Pres,2016,2016-09-26,1,What actions should be taken to restore law and order in struggling inner-city communities?,"We move into our next segment talking about Americas direction. And lets start by talking about race. The share of Americans who say race relations are bad in this country is the highest its been in decades, much of it amplified by shootings of African- Americans by police, as weve seen recently in Charlotte and Tulsa. Race has been a big issue in this campaign, and one of you is going to have to bridge a very wide and bitter gap. So how do you heal the divide? ",0.9008603692,0.8987225294,0.7496246099,0.3157156408,Republican,How do you heal the divide in race relations in America?,3.0,2.0,1.0
Lester Holt,"Your two— your two minutes expired, but I do want to follow up. Stop- and- frisk was ruled unconstitutional in New York, because it largely singled out black and Hispanic young men.",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"No, youre wrong. It went before a judge, who was a very against- police judge. It was taken away from her. And our mayor, our new mayor, refused to go forward with the case. They would have won an appeal. If you look at it, throughout the country, there are many places where its allowed.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,The argument is that its a form of racial profiling.,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"No, the argument is that we have to take the guns away from these people that have them and that are bad people that shouldnt have them. These are felons. These are people that are bad people that shouldnt be— when you have 3, 000 shootings in Chicago from January 1st, when you have 4, 000 people killed in Chicago by guns, from the beginning of the presidency of Barack Obama, his hometown, you have to have stop- and- frisk. You need more police. You need a better community, you know, relation. You dont have good community relations in Chicago. Its terrible. I have property there. Its terrible whats going on in Chicago. But when you look— and Chicagos not the only— you go to Ferguson, you go to so many different places. You need better relationships. I agree with Secretary Clinton on this. You need better relationships between the communities and the police, because in some cases, its not good. But you look at Dallas, where the relationships were really studied, the relationships were really a beautiful thing, and then five police officers were killed one night very violently. So theres some bad things going on. Some really bad things.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,Secretary Clinton…,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"But we need— Lester, we need law and order. And we need law and order in the inner cities, because the people that are most affected by whats happening are African- American and Hispanic people. And its very unfair to them what our politicians are allowing to happen.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,Secretary Clinton?,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,"Well, Ive heard— Ive heard Donald say this at his rallies, and its really unfortunate that he paints such a dire negative picture of black communities in our country.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,Ugh.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"You know, the vibrancy of the black church, the black businesses that employ so many people, the opportunities that so many families are working to provide for their kids. Theres a lot that we should be proud of and we should be supporting and lifting up. But we do always have to make sure we keep people safe. There are the right ways of doing it, and then there are ways that are ineffective. Stop- and- frisk was found to be unconstitutional and, in part, because it was ineffective. It did not do what it needed to do. Now, I believe in community policing. And, in fact, violent crime is one- half of what it was in 1991. Property crime is down 40 percent. We just dont want to see it creep back up. Weve had 25 years of very good cooperation. But there were some problems, some unintended consequences. Too many young African- American and Latino men ended up in jail for nonviolent offenses. And its just a fact that if youre a young African- American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated. So weve got to address the systemic racism in our criminal justice system. We cannot just say law and order. We have to say— we have to come forward with a plan that is going to divert people from the criminal justice system, deal with mandatory minimum sentences, which have put too many people away for too long for doing too little. We need to have more second chance programs. Im glad that were ending private prisons in the federal system; I want to see them ended in the state system. You shouldnt have a profit motivation to fill prison cells with young Americans. So there are some positive ways we can work on this. And I believe strongly that commonsense gun safety measures would assist us. Right now— and this is something Donald has supported, along with the gun lobby— right now, weve got too many military- style weapons on the streets. In a lot of places, our police are outgunned. We need comprehensive background checks, and we need to keep guns out of the hands of those who will do harm. And we finally need to pass a prohibition on anyone whos on the terrorist watch list from being able to buy a gun in our country. If youre too dangerous to fly, you are too dangerous to buy a gun. So there are things we can do, and we ought to do it in a bipartisan way.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Lester Holt,"Secretary Clinton, last week, you said weve got to do everything possible to improve policing, to go right at implicit bias. Do you believe that police are implicitly biased against black people?",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,"Lester, I think implicit bias is a problem for everyone, not just police. I think, unfortunately, too many of us in our great country jump to conclusions about each other. And therefore, I think we need all of us to be asking hard questions about, you know, why am I feeling this way? But when it comes to policing, since it can have literally fatal consequences, I have said, in my first budget, we would put money into that budget to help us deal with implicit bias by retraining a lot of our police officers. Ive met with a group of very distinguished, experienced police chiefs a few weeks ago. They admit its an issue. Theyve got a lot of concerns. Mental health is one of the biggest concerns, because now police are having to handle a lot of really difficult mental health problems on the street. They want support, they want more training, they want more assistance. And I think the federal government could be in a position where we would offer and provide that.",Pres,2016,2016-09-26,1,What actions should be taken to address implicit bias and support police officers in managing mental health issues?,"Secretary Clinton, last week, you said weve got to do everything possible to improve policing, to go right at implicit bias. Do you believe that police are implicitly biased against black people?",0.8588029146,0.9135932326,0.7835559249,0.4798368812,Democratic,Do you believe that police are implicitly biased against black people?,3.0,3.0,0.0
Lester Holt,Mr. Trump…,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,Id like to respond to that.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,Please.,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"First of all, I agree, and a lot of people even within my own party want to give certain rights to people on watch lists and no- fly lists. I agree with you. When a person is on a watch list or a no- fly list, and I have the endorsement of the NRA, which Im very proud of. These are very, very good people, and theyre protecting the Second Amendment. But I think we have to look very strongly at no- fly lists and watch lists. And when people are on there, even if they shouldnt be on there, well help them, well help them legally, well help them get off. But I tend to agree with that quite strongly. I do want to bring up the fact that you were the one that brought up the words super- predator about young black youth. And thats a term that I think was a— its— its been horribly met, as you know. I think youve apologized for it. But I think it was a terrible thing to say. And when it comes to stop- and- frisk, you know, youre talking about taking guns away. Well, Im talking about taking guns away from gangs and people that use them. And I dont think— I really dont think you disagree with me on this, if you want to know the truth. I think maybe theres a political reason why you cant say it, but I really dont believe— in New York City, stop- and- frisk, we had 2, 200 murders, and stop- and- frisk brought it down to 500 murders. Five hundred murders is a lot of murders. Its hard to believe, 500 is like supposed to be good? But we went from 2, 200 to 500. And it was continued on by Mayor Bloomberg. And it was terminated by current mayor. But stop- and- frisk had a tremendous impact on the safety of New York City. Tremendous beyond belief. So when you say it has no impact, it really did. It had a very, very big impact.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"Well, its also fair to say, if were going to talk about mayors, that under the current mayor, crime has continued to drop, including murders. So there is…",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,"No, youre wrong. Youre wrong.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"No, Im not.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,Murders are up. All right. You check it.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"New York— New York has done an excellent job. And I give credit— I give credit across the board going back two mayors, two police chiefs, because it has worked. And other communities need to come together to do what will work, as well. Look, one murder is too many. But it is important that we learn about what has been effective. And not go to things that sound good that really did not have the kind of impact that we would want. Who disagrees with keeping neighborhoods safe? But lets also add, no one should disagree about respecting the rights of young men who live in those neighborhoods. And so we need to do a better job of working, again, with the communities, faith communities, business communities, as well as the police to try to deal with this problem.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Lester Holt,"This conversation is about race. And so, Mr. Trump, I have to ask you for five…",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"Id like to just respond, if I might.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,Please— 20 seconds.,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,Id just like to respond.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"Please respond, then Ive got a quick follow- up for you.",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"I will. Look, the African- American community has been let down by our politicians. They talk good around election time, like right now, and after the election, they said, see ya later, Ill see you in four years. The African- American community— because— look, the community within the inner cities has been so badly treated. Theyve been abused and used in order to get votes by Democrat politicians, because thats what it is. Theyve controlled these communities for up to 100 years.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"Mr. Trump, let me… [crosstalk]",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,"Well, I— I do think…",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,"And I will tell you, you look at the inner cities— and I just left Detroit, and I just left Philadelphia, and I just— you know, youve seen me, Ive been all over the place. You decided to stay home, and thats ok. But I will tell you, Ive been all over. And Ive met some of the greatest people Ill ever meet within these communities. And they are very, very upset with what their politicians have told them and what their politicians have done.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"Mr. Trump, I…",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,"I think— I think— I think Donald just criticized me for preparing for this debate. And, yes, I did. And you know what else I prepared for? I prepared to be president. And I think thats a good thing. [applause]",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Lester Holt,"Mr. Trump, for five years, you perpetuated a false claim that the nations first black president was not a natural- born citizen. You questioned his legitimacy. In the last couple of weeks, you acknowledged what most Americans have accepted for years; The president was born in the United States. Can you tell us what took you so long?",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"Ill tell you very— well, just very simple to say. Sidney Blumenthal works for the campaign and close— very close friend of Secretary Clinton. And her campaign manager, Patti Doyle, went to— during the campaign, her campaign against President Obama, fought very hard. And you can go look it up, and you can check it out. And if you look at CNN this past week, Patti Solis Doyle was on Wolf Blitzer saying that this happened. Blumenthal sent McClatchy, highly respected reporter at McClatchy, to Kenya to find out about it. They were pressing it very hard. She failed to get the birth certificate. When I got involved, I didnt fail. I got him to give the birth certificate. So Im satisfied with it. And Ill tell you why Im satisfied with it.",Pres,2016,2016-09-26,1,What evidence supports the claim regarding Sidney Blumenthal's involvement in the investigation of President Obama's birth certificate?,"Mr. Trump, for five years, you perpetuated a false claim that the nations first black president was not a natural- born citizen. You questioned his legitimacy. In the last couple of weeks, you acknowledged what most Americans have accepted for years; The president was born in the United States. Can you tell us what took you so long?",0.8879956603,0.9116836786,0.7455255985,0.4365790188,Republican,What took you so long to acknowledge that President Obama was born in the United States?,3.0,1.0,1.0
Lester Holt,That was… [crosstalk],Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"Because I want to get on to defeating ISIS, because I want to get on to creating jobs, because I want to get on to having a strong border, because I want to get on to things that are very important to me and that are very important to the country.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"I will let you respond. Its important. But I just want to get the answer here. The birth certificate was produced in 2011. Youve continued to tell the story and question the presidents legitimacy in 2012, 13, 14, 15…",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,Yeah.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"… . as recently as January. So the question is, what changed your mind?",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"Well, nobody was pressing it, nobody was caring much about it. I figured youd ask the question tonight, of course. But nobody was caring much about it. But I was the one that got him to produce the birth certificate. And I think I did a good job. Secretary Clinton also fought it. I mean, you know— now, everybody in mainstream is going to say, oh, thats not true. Look, its true. Sidney Blumenthal sent a reporter— you just have to take a look at CNN, the last week, the interview with your former campaign manager. And she was involved. But just like she cant bring back jobs, she cant produce.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"Im sorry. Im just going to follow up— and I will let you respond to that, because theres a lot there. But were talking about racial healing in this segment. What do you say to Americans, people of color who… [crosstalk]",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
