speaker,text,type,election_year,date,candidate,qud
Barack Obama,"It means that the teacher that I met in Las Vegas, a wonderful young lady, who describes to me — shes got 42 kids in her class. The first two weeks shes got them, some of them sitting on the floor until finally they get reassigned. Theyre using text books that are 10 years old. That is not a recipe for growth. Thats not how America was built. And so budgets reflect choices. Ultimately, were going to have to make some decisions. And if were asking for no revenue, then that means that weve got to get rid of a whole bunch of stuff. And the magnitude of the tax cuts that youre talking about, Governor, would end up resulting in severe hardship for people, but more importantly, would not help us grow. As I indicated before, when you talk about shifting Medicaid to states, were talking about potentially a 30 — a 30 percent cut in Medicaid over time. Now, you know, that may not seem like a big deal when it just is, you know, numbers on a sheet of paper, but if were talking about a family whos got an autistic kid and is depending on that Medicaid, thats a big problem. And governors are creative. Theres no doubt about it. But theyre not creative enough to make up for 30 percent of revenue on something like Medicaid. What ends up happening is some people end up not getting help.",Pres,2012.0,2012-10-03,1.0,What challenges does the current education and Medicaid funding system pose for families and teachers in America?
Mitt Romney,"Jim, lets — weve gone on a lot of topics there, and so its going to take a minute to go from Medicaid to schools…",Pres,2012.0,2012-10-03,1.0,What topics are being discussed that require a transition in the conversation?
Jim Lehrer,Come back to… (CROSSTALK),Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"… to oil, to tax breaks, then companies going overseas. So lets go through them one by one. First of all, the Department of Energy has said the tax break for oil companies is $2. 8 billion a year. And its actually an accounting treatment, as you know, thats been in place for a hundred years. Now…",Pres,2012.0,2012-10-03,1.0,"What are the implications of the tax breaks for oil companies, particularly in terms of their impact on government finances?"
Barack Obama,Its time to end it.,Pres,2012.0,2012-10-03,1.0,What decision needs to be made regarding the current situation?
Mitt Romney,"And in one year, you provided $90 billion in breaks to the green energy world. Now, I like green energy as well, but thats about 50 years worth of what oil and gas receives. And you say Exxon and Mobil. Actually, this $2. 8 billion goes largely to small companies, to drilling operators and so forth.",Pres,2012.0,2012-10-03,1.0,What is the comparison between the financial support for green energy and traditional oil and gas industries?
Mitt Romney,"But, you know, if we get that tax rate from 35 percent down to 25 percent, why that $2. 8 billion is on the table. Of course its on the table. Thats probably not going to survive you get that rate down to 25 percent. But dont forget, you put $90 billion, like 50 years worth of breaks, into — into solar and wind, to Solyndra and Fisker and Tester and Ener1. I mean, I had a friend who said you dont just pick the winners and losers, you pick the losers, all right? So this — this is not — this is not the kind of policy you want to have if you want to get America energy secure. The second topic, which is you said you get a deduction for taking a plant overseas. Look, Ive been in business for 25 years. I have no idea what youre talking about. I maybe need to get a new accountant.",Pres,2012.0,2012-10-03,1.0,What impact would reducing the tax rate have on government energy subsidies and business incentives?
Jim Lehrer,Lets…,Pres,2012.0,2012-10-03,0.0,
Mitt Romney,But — but the idea that you get a break for shipping jobs overseas is simply not the case. (CROSSTALK),Pres,2012.0,2012-10-03,1.0,What is the impact of shipping jobs overseas on tax benefits?
Mitt Romney,"What we do have right now is a setting where Id like to bring money from overseas back to this country. And, finally, Medicaid to states? Im not quite sure where that came in, except this, which is, I would like to take the Medicaid dollars that go to states and say to a state, youre going to get what you got last year, plus inflation, plus 1 percent, and then youre going to manage your care for your poor in the way you think best. And I remember, as a governor, when this idea was floated by Tommy Thompson, the governors — Republican and Democrats — said, please let us do that. We can care for our own poor in so much better and more effective a way than having the federal government tell us how to care for our poor. So — so lets state — one of the magnificent things about this country is the whole idea that states are the laboratories of democracy. Dont have the federal government tell everybody what kind of training programs they have to have and what kind of Medicaid they have to have. Let states do this. And, by the way, if a state gets in trouble, well, we can step in and see if we can find a way to help them.",Pres,2012.0,2012-10-03,1.0,How can states be empowered to manage Medicaid more effectively without federal government intervention?
Jim Lehrer,Lets go.,Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"But — but the right — the right approach is one which relies on the brilliance of our people and states, not the federal government.",Pres,2012.0,2012-10-03,1.0,What is the preferred approach to addressing challenges facing the country?
Jim Lehrer,"(inaudible) and were going on — still on the economy, on another — but another part of it…",Pres,2012.0,2012-10-03,0.0,
Barack Obama,ok.,Pres,2012.0,2012-10-03,1.0,Please provide a statement for me to identify the implicit question.
Jim Lehrer,"All right? All right. This is segment three, the economy. Entitlements. First — first answer goes to you, two minutes, Mr. President. Do you see a major difference between the two of you on Social Security?",Pres,2012.0,2012-10-03,0.0,
Barack Obama,"You know, I suspect that, on Social Security, weve got a somewhat similar position. Social Security is structurally sound. Its going to have to be tweaked the way it was by Ronald Reagan and Speaker — Democratic Speaker Tip ONeill. But it is — the basic structure is sound. But — but I want to talk about the values behind Social Security and Medicare, and then talk about Medicare, because thats the big driver of our deficits right now. You know, my grandmother — some of you know — helped to raise me. My grandparents did. My grandfather died a while back. My grandmother died three days before I was elected president. And she was fiercely independent. She worked her way up, only had a high school education, started as a secretary, ended up being the vice president of a local bank. And she ended up living alone by choice. And the reason she could be independent was because of Social Security and Medicare. She had worked all her life, put in this money, and understood that there was a basic guarantee, a floor under which she could not go. And thats the perspective I bring when I think about whats called entitlements. You know, the name itself implies some sense of dependency on the part of these folks. These are folks whove worked hard, like my grandmother, and there are millions of people out there who are counting on this.",Pres,2012.0,2012-10-03,1.0,"What values should guide the discussion around Social Security and Medicare, considering their importance to individuals who have worked hard throughout their lives?"
Barack Obama,"So my approach is to say, how do we strengthen the system over the long term? And in Medicare, what we did was we said, we are going to have to bring down the costs if were going to deal with our long- term deficits, but to do that, lets look where some of the moneys going. $716 billion we were able to save from the Medicare program by no longer overpaying insurance companies by making sure that we werent overpaying providers. And using that money, we were actually able to lower prescription drug costs for seniors by an average of $600, and we were also able to make a — make a significant dent in providing them the kind of preventive care that will ultimately save money through the — throughout the system. So the way for us to deal with Medicare in particular is to lower health care costs. When it comes to Social Security, as I said, you dont need a major structural change in order to make sure that Social Security is there for the future.",Pres,2012.0,2012-10-03,1.0,What strategies can be implemented to strengthen Medicare and ensure its sustainability while also addressing long-term deficits?
Jim Lehrer,"Well follow up on this. First, Governor Romney, you have two minutes on Social Security and entitlements.",Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"Well, Jim, our seniors depend on these programs, and I know anytime we talk about entitlements, people become concerned that somethings going to happen thats going to change their life for the worse. And the answer is neither the president nor I are proposing any changes for any current retirees or near retirees, either to Social Security or Medicare. So if youre 60 or around 60 or older, you dont need to listen any further. But for younger people, we need to talk about what changes are going to be occurring. Oh, I just thought about one. And that is, in fact, I was wrong when I said the president isnt proposing any changes for current retirees. In fact he is on Medicare. On Social Security hes not. But on Medicare, for current retirees, hes cutting $716 billion from the program. Now, he says by not overpaying hospitals and providers. Actually just going to them and saying, “Were going to reduce the rates you get paid across the board, everybodys going to get a lower rate. ” Thats not just going after places where theres abuse. Thats saying were cutting the rates. Some 15 percent of hospitals and nursing homes say they wont take anymore Medicare patients under that scenario. We also have 50 percent of doctors who say they wont take more Medicare patients. This — we have 4 million people on Medicare Advantage that will lose Medicare Advantage because of those $716 billion in cuts. I cant understand how you can cut Medicare $716 billion for current recipients of Medicare. Now, you point out, well, were putting some back. Were going to give a better prescription program. Thats $1 — thats $1 for every $15 youve cut. Theyre smart enough to know thats not a good trade. I want to take that $716 billion youve cut and put it back into Medicare. By the way, we can include a prescription program if we need to improve it. But the idea of cutting $716 billion from Medicare to be able to balance the additional cost of Obamacare is, in my opinion, a mistake. And with regards to young people coming along, Ive got proposals to make sure Medicare and Social Security are there for them without any question.",Pres,2012.0,2012-10-03,1.0,What is the impact of the proposed Medicare cuts on current retirees and what alternatives are being suggested to ensure the program's future sustainability?
Jim Lehrer,Mr. President?,Pres,2012.0,2012-10-03,0.0,
Barack Obama,"First of all, I think its important for Governor Romney to present this plan that he says will only affect folks in the future. And the essence of the plan is that you would turn Medicare into a voucher program. Its called premium support, but its understood to be a voucher program. His running mate…",Pres,2012.0,2012-10-03,1.0,What are the implications of Governor Romney's plan to transform Medicare into a voucher program?
Jim Lehrer,And you dont support that?,Pres,2012.0,2012-10-03,0.0,
Barack Obama,I dont. And let me explain why.,Pres,2012.0,2012-10-03,1.0,What reasons does the speaker have for their disagreement?
Mitt Romney,"Again, thats for future…",Pres,2012.0,2012-10-03,1.0,What is the significance of planning for the future?
Barack Obama,I understand.,Pres,2012.0,2012-10-03,1.0,What is your understanding of the situation?
Mitt Romney,"… people, right, not for current retirees.",Pres,2012.0,2012-10-03,1.0,Who will be affected by the proposed changes to the retirement system?
Barack Obama,"For — so if youre — if youre 54 or 55, you might want to listen cause this — this will affect you. The idea, which was originally presented by Congressman Ryan, your running mate, is that we would give a voucher to seniors and they could go out in the private marketplace and buy their own health insurance. The problem is that because the voucher wouldnt necessarily keep up with health care inflation, it was estimated that this would cost the average senior about $6, 000 a year. Now, in fairness, what Governor Romney has now said is hell maintain traditional Medicare alongside it. But theres still a problem, because what happens is, those insurance companies are pretty clever at figuring out who are the younger and healthier seniors. They recruit them, leaving the older, sicker seniors in Medicare. And every health care economist that looks at it says, over time, whatll happen is the traditional Medicare system will collapse.",Pres,2012.0,2012-10-03,1.0,What are the potential consequences of implementing a voucher system for seniors in health care?
Barack Obama,"And then what youve got is folks like my grandmother at the mercy of the private insurance system precisely at the time when they are most in need of decent health care. So, I dont think vouchers are the right way to go. And this is not my own — only my opinion. AARP thinks that the — the savings that we obtained from Medicare bolster the system, lengthen the Medicare trust fund by eight years. Benefits were not affected at all. And ironically, if you repeal Obamacare, and I have become fond of this term, “Obamacare, ” if you repeal it, what happens is those seniors right away are going to be paying $600 more in prescription care. Theyre now going to have to be paying copays for basic checkups that can keep them healthier. And the primary beneficiary of that repeal are insurance companies that are estimated to gain billions of dollars back when they arent making seniors any healthier. And I dont think thats the right approach when it comes to making sure that Medicare is stronger over the long term.",Pres,2012.0,2012-10-03,1.0,What are the potential consequences for seniors if Obamacare is repealed?
Jim Lehrer,"Well talk about — specifically about health care in a moment. But what — do you support the voucher system, Governor?",Pres,2012.0,2012-10-03,0.0,
Mitt Romney,What I support is no change for current retirees and near- retirees to Medicare. And the president supports taking $716 billion out of that program.,Pres,2012.0,2012-10-03,1.0,What is your position on changes to Medicare for current and near-retirees?
Jim Lehrer,And what about the vouchers? (CROSSTALK),Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"So thats — thats number one. Number two is for people coming along that are young, what I do to make sure that we can keep Medicare in place for them is to allow them either to choose the current Medicare program or a private plan. Their choice. They get to choose — and theyll have at least two plans that will be entirely at no cost to them. So they dont have to pay additional money, no additional $6, 000. Thats not going to happen. Theyll have at least two plans.",Pres,2012.0,2012-10-03,1.0,How will the proposed options for Medicare ensure that young individuals can access healthcare without incurring additional costs?
Mitt Romney,"And by the way, if the government can be as efficient as the private sector and offer premiums that are as low as the private sector, people will be happy to get traditional Medicare or theyll be able to get a private plan. I know my own view is Id rather have a private plan. Id just assume not have the government telling me what kind of health care I get. Id rather be able to have an insurance company. If I dont like them, I can get rid of them and find a different insurance company. But people make their own choice. The other thing we have to do to save Medicare? We have to have the benefits high for those that are low income, but for higher income people, were going to have to lower some of the benefits. We have to make sure this program is there for the long term. Thats the plan that Ive put forward. And, by the way the idea came not even from Paul Ryan or — or Senator Wyden, whos the co- author of the bill with — with Paul Ryan in the Senate, but also it came from Bill — Bill Clintons chief of staff. This is an idea thats been around a long time, which is saying, hey, lets see if we cant get competition into the Medicare world so that people can get the choice of different plans at lower cost, better quality. I believe in competition.",Pres,2012.0,2012-10-03,1.0,What approach is suggested to improve Medicare efficiency and provide better options for beneficiaries?
Barack Obama,"Jim, if I — if I can just respond very quickly, first of all, every study has shown that Medicare has lower administrative costs than private insurance does, which is why seniors are generally pretty happy with it. And private insurers have to make a profit. Nothing wrong with that. Thats what they do. And so youve got higher administrative costs, plus profit on top of that. And if you are going to save any money through what Governor Romneys proposing, what has to happen is, is that the money has to come from somewhere. And when you move to a voucher system, you are putting seniors at the mercy of those insurance companies. And over time, if traditional Medicare has decayed or fallen apart, then theyre stuck. And this is the reason why AARP has said that your plan would weaken Medicare substantially. And thats why they were supportive of the approach that we took. One last point I want to make. We do have to lower the cost of health care, not just in Medicare and Medicaid…",Pres,2012.0,2012-10-03,1.0,What are the potential implications of transitioning to a voucher system for Medicare beneficiaries?
Jim Lehrer,Talk about that in a minute.,Pres,2012.0,2012-10-03,0.0,
Barack Obama,… but — but — but overall.,Pres,2012.0,2012-10-03,1.0,What is the overall assessment of the situation being discussed?
Jim Lehrer,ok.,Pres,2012.0,2012-10-03,0.0,
Barack Obama,And so…,Pres,2012.0,2012-10-03,1.0,What is the main point you want to convey?
Mitt Romney,Thats — thats a big topic. Can we — can we stay on Medicare?,Pres,2012.0,2012-10-03,1.0,What specific aspects of Medicare would you like to discuss?
Barack Obama,Is that a — is that a separate topic? (CROSSTALK),Pres,2012.0,2012-10-03,1.0,What is the main topic being discussed?
Jim Lehrer,"Yeah, were going to — yeah, I want to get to it.",Pres,2012.0,2012-10-03,0.0,
Barack Obama,Im sorry.,Pres,2012.0,2012-10-03,1.0,What are the speaker's thoughts on addressing possible threats to the United States?
Jim Lehrer,But all I want to do is go very quickly…,Pres,2012.0,2012-10-03,0.0,
Mitt Romney,Lets get back to Medicare.,Pres,2012.0,2012-10-03,1.0,What is the current status or discussion surrounding Medicare?
Jim Lehrer,… before we leave the economy…,Pres,2012.0,2012-10-03,0.0,
Mitt Romney,Lets get back to Medicare. (CROSSTALK),Pres,2012.0,2012-10-03,1.0,What is the current status or discussion regarding Medicare?
Mitt Romney,The president said that the government can provide the service at lower cost and without a profit.,Pres,2012.0,2012-10-03,1.0,How can the government offer services at a lower cost without generating a profit?
Jim Lehrer,All right.,Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"If thats the case, then it will always be the best product that people can purchase.",Pres,2012.0,2012-10-03,1.0,What factors contribute to a product being considered the best choice for consumers?
Jim Lehrer,"Wait a minute, Governor.",Pres,2012.0,2012-10-03,0.0,
Mitt Romney,But my experience — my experience the private sector typically is able to provide a better product at a lower cost.,Pres,2012.0,2012-10-03,1.0,What are the advantages of the private sector compared to the public sector in providing products or services?
Jim Lehrer,All right. Can we — can the two of you agree that the voters have a choice — a clear choice between the two…,Pres,2012.0,2012-10-03,0.0,
Mitt Romney,Absolutely.,Pres,2012.0,2012-10-03,1.0,What is your opinion on the current situation or topic being discussed?
Jim Lehrer,… of you on Medicare?,Pres,2012.0,2012-10-03,0.0,
Mitt Romney,Absolutely.,Pres,2012.0,2012-10-03,1.0,What is the speaker's stance or response to a specific question or topic being discussed?
Barack Obama,Absolutely.,Pres,2012.0,2012-10-03,1.0,What is your stance or opinion on the matter being discussed?
Jim Lehrer,"All right. So to finish quickly, briefly, on the economy, what is your view about the level of federal regulation of the economy right now? Is there too much? And in your case, Mr. President, is there — should there be more? Beginning with you. This is not a new two- minute segment to start. And well go for a few minutes, and then were going to go to health care, ok?",Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"Regulation is essential. You cant have a free market work if you dont have regulation. As a businessperson, I had to have — I need to know the regulations. I needed them there. You couldnt have people opening up banks in their — in their garage and making loans. I mean, you have to have regulations so that you can have an economy work. Every free economy has good regulation. At the same time, regulation can become excessive.",Pres,2012.0,2012-10-03,1.0,Why is regulation important for the functioning of a free market economy?
Jim Lehrer,"Is it excessive now, do you think?",Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"In some places, yes. Other places, no.",Pres,2012.0,2012-10-03,1.0,What factors determine whether something is present in certain locations but not in others?
Jim Lehrer,Like where? (CROSSTALK),Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"No, it can become out of date. And whats happened with some of the legislation thats been passed during the presidents term, youve seen regulation become excessive, and its hurt — its hurt the economy. Let me give you an example. Dodd- Frank was passed. And it includes within it a number of provisions that I think has some unintended consequences that are harmful to the economy. One is it designates a number of banks as too big to fail, and theyre effectively guaranteed by the federal government. This is the biggest kiss thats been given to — to New York banks Ive ever seen. This is an enormous boon for them. Thereve been 122 community and small banks have closed since Dodd- Frank. So theres one example. Heres another. In Dodd- Frank…",Pres,2012.0,2012-10-03,1.0,What are the negative impacts of the Dodd-Frank legislation on the banking industry and the economy?
Jim Lehrer,Do you want to repeal Dodd- Frank?,Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"Well, I would repeal and replace it. Were not going to get rid of all regulation. You have to have regulation. And there are some parts of Dodd- Frank that make all the sense in the world. You need transparency, you need to have leverage limits for…",Pres,2012.0,2012-10-03,1.0,What is your approach to reforming the Dodd-Frank Act?
Jim Lehrer,"Well, heres a specific… (CROSSTALK)",Pres,2012.0,2012-10-03,0.0,
Mitt Romney,But lets — lets mention — let me mention the other one. Lets talk… (CROSSTALK),Pres,2012.0,2012-10-03,1.0,What additional topic or issue is the speaker intending to address?
Jim Lehrer,"No, lets not. Lets let him respond — lets let him respond to this specific on Dodd- Frank and what the governor just said.",Pres,2012.0,2012-10-03,0.0,
Barack Obama,"I think this is a great example. The reason we have been in such a enormous economic crisis was prompted by reckless behavior across the board. Now, it wasnt just on Wall Street. You had loan officers were — that were giving loans and mortgages that really shouldnt have been given, because the folks didnt qualify. You had people who were borrowing money to buy a house that they couldnt afford. You had credit agencies that were stamping these as A1 great investments when they werent. But you also had banks making money hand over fist, churning out products that the bankers themselves didnt even understand, in order to make big profits, but knowing that it made the entire system vulnerable. So what did we do? We stepped in and had the toughest reforms on Wall Street since the 1930s. We said youve got — banks, youve got to raise your capital requirements. You cant engage in some of this risky behavior that is putting Main Street at risk. Weve going to make sure that youve got to have a living will so — so we can know how youre going to wind things down if you make a bad bet so we dont have other taxpayer bailouts.",Pres,2012.0,2012-10-03,1.0,What factors contributed to the economic crisis and what reforms have been implemented to prevent a similar situation in the future?
Barack Obama,"In the meantime, by the way, we also made sure that all the help that we provided those banks was paid back every single dime, with interest. Now, Governor Romney has said he wants to repeal Dodd- Frank. And, you know, I appreciate and it appears weve got some agreement that a marketplace to work has to have some regulation. But in the past, Governor Romney has said he just want to repeal Dodd- Frank, roll it back. And so the question is; Does anybody out there think that the big problem we had is that there was too much oversight and regulation of Wall Street? Because if you do, then Governor Romney is your candidate. But thats not what I believe.",Pres,2012.0,2012-10-03,1.0,What is the significance of the Dodd-Frank Act in regulating Wall Street?
Mitt Romney,"Sorry, but thats just not — thats just not the facts. Look, we have to have regulation on Wall Street. Thats why Id have regulation. But I wouldnt designate five banks as too big to fail and give them a blank check. Thats one of the unintended consequences of Dodd- Frank. It wasnt thought through properly. We need to get rid of that provision because its killing regional and small banks. Theyre getting hurt. Let me mention another regulation in Dodd- Frank. You say we were giving mortgages to people who werent qualified. Thats exactly right. Its one of the reasons for the great financial calamity we had. And so Dodd- Frank correctly says we need to have qualified mortgages, and if you give a mortgage thats not qualified, there are big penalties, except they didnt ever go on and define what a qualified mortgage was. Its been two years. We dont know what a qualified mortgage is yet. So banks are reluctant to make loans, mortgages. Try and get a mortgage these days. Its hurt the housing market because Dodd- Frank didnt anticipate putting in place the kinds of regulations you have to have. Its not that Dodd- Frank always was wrong with too much regulation. Sometimes they didnt come out with a clear regulation. I will make sure we dont hurt the functioning of our — of our marketplace and our business, because I want to bring back housing and get good jobs.",Pres,2012.0,2012-10-03,1.0,What are the shortcomings of the Dodd-Frank regulations and how do they impact banks and the housing market?
Jim Lehrer,"All right. I think we have another clear difference between the two of you. Now, lets move to health care where I know there is a clear difference, and that has to do with the Affordable Care Act, Obamacare. And its a two- minute new — new segment, and that means two minutes each. And you go first, Governor Romney.",Pres,2012.0,2012-10-03,0.0,
Jim Lehrer,You want it repealed. You want the Affordable Care Act repealed. Why?,Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"I sure do. Well, in part, it comes, again, from my experience. You know, I was in New Hampshire. A woman came to me and she said, look, I cant afford insurance for myself or my son. I met a couple in Appleton, Wisconsin, and they said, were thinking of dropping our insurance, we cant afford it. And the number of small businesses Ive gone to that are saying theyre dropping insurance because they cant afford it, the cost of health care is just prohibitive. And — and weve got to deal with cost. And, unfortunately, when — when — when you look at Obamacare, the Congressional Budget Office has said it will cost $2, 500 a year more than traditional insurance. So its adding to cost. And as a matter of fact, when the president ran for office, he said that, by this year, he would have brought down the cost of insurance for each family by $2, 500 a family. Instead, its gone up by that amount. So its expensive. Expensive things hurt families. So thats one reason I dont want it. Second reason, it cuts $716 billion from Medicare to pay for it. I want to put that money back in Medicare for our seniors. Number three, it puts in place an unelected board thats going to tell people ultimately what kind of treatments they can have. I dont like that idea. Fourth, there was a survey done of small businesses across the country, said, whats been the effect of Obamacare on your hiring plans? And three- quarters of them said it makes us less likely to hire people. I just dont know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the — at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people. It has killed jobs. And the best course for health care is to do what we did in my state; craft a plan at the state level that fits the needs of the state. And then lets focus on getting the costs down for people, rather than raising it with the $2, 500 additional premium.",Pres,2012.0,2012-10-03,1.0,What are the main reasons for opposing the Affordable Care Act as mentioned in the statement?
Jim Lehrer,"Mr. President, the argument against repeal?",Pres,2012.0,2012-10-03,0.0,
Barack Obama,"Well, four years ago, when I was running for office, I was traveling around and having those same conversations that Governor Romney talks about. And it wasnt just that small businesses were seeing costs skyrocket and they couldnt get affordable coverage even if they wanted to provide it to their employees. It wasnt just that this was the biggest driver of our federal deficit, our overall health care costs, but it was families who were worried about going bankrupt if they got sick, millions of families, all across the country. If they had a pre- existing condition, they might not be able to get coverage at all. If they did have coverage, insurance companies might impose an arbitrary limit. And so as a consequence, theyre paying their premiums, somebody gets really sick, lo and behold, they dont have enough money to pay the bills, because the insurance companies say that theyve hit the limit. So we did work on this, alongside working on jobs, because this is part of making sure that middle- class families are secure in this country. And let me tell you exactly what Obamacare did. Number one, if youve got health insurance, it doesnt mean a government takeover. You keep your own insurance. You keep your own doctor. But it does say insurance companies cant jerk you around. They cant impose arbitrary lifetime limits. They have to let you keep your kid on their insurance — your insurance plan until youre 26 years old. And it also says that youre going to have to get rebates if insurance companies are spending more on administrative costs and profits than they are on actual care. Number two, if you dont have health insurance, were essentially setting up a group plan that allows you to benefit from group rates that are typically 18 percent lower than if youre out there trying to get insurance on the individual market. Now, the last point Id make before…",Pres,2012.0,2012-10-03,1.0,What key changes did Obamacare implement to address the challenges faced by families and small businesses regarding health insurance?
Jim Lehrer,"Two minutes — two minutes is up, sir.",Pres,2012.0,2012-10-03,0.0,
Barack Obama,"No, I think — I had five seconds before you interrupted me, was … (LAUGHTER) … the irony is that weve seen this model work really well in Massachusetts, because Governor Romney did a good thing, working with Democrats in the state to set up what is essentially the identical model and as a consequence people are covered there. It hasnt destroyed jobs. And as a consequence, we now have a system in which we have the opportunity to start bringing down costs, as opposed to just leaving millions of people out in the cold.",Pres,2012.0,2012-10-03,1.0,What evidence supports the effectiveness of the healthcare model implemented in Massachusetts?
Jim Lehrer,"Your five seconds went away a long time ago. All right, Governor. Governor, tell — tell the president directly why you think what he just said is wrong about Obamacare?",Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"Well, I did with my first statement. (CROSSTALK)",Pres,2012.0,2012-10-03,1.0,What was the content or significance of your first statement?
Mitt Romney,"First of all, I like the way we did it in Massachusetts. I like the fact that in my state, we had Republicans and Democrats come together and work together. What you did instead was to push through a plan without a single Republican vote. As a matter of fact, when Massachusetts did something quite extraordinary — elected a Republican senator to stop Obamacare, you pushed it through anyway. So entirely on a partisan basis, instead of bringing America together and having a discussion on this important topic, you pushed through something that you and Nancy Pelosi and Harry Reid thought was the best answer and drove it through. What we did in a legislature 87 percent Democrat, we worked together; 200 legislators in my legislature, only two voted against the plan by the time we were finished. What were some differences? We didnt raise taxes. Youve raised them by $1 trillion under Obamacare. We didnt cut Medicare. Of course, we dont have Medicare, but we didnt cut Medicare by $716 billion.",Pres,2012.0,2012-10-03,1.0,What are the key differences between the healthcare approach taken in Massachusetts and the approach taken at the federal level?
Mitt Romney,"We didnt put in place a board that can tell people ultimately what treatments theyre going to receive. We didnt also do something that I think a number of people across this country recognize, which is put — put people in a position where theyre going to lose the insurance they had and they wanted. Right now, the CBO says up to 20 million people will lose their insurance as Obamacare goes into effect next year. And likewise, a study by McKinsey and Company of American businesses said 30 percent of them are anticipating dropping people from coverage. So for those reasons, for the tax, for Medicare, for this board, and for people losing their insurance, this is why the American people dont want Medicare — dont want Obamacare. Its why Republicans said, do not do this, and the Republicans had — had the plan. They put a plan out. They put out a plan, a bipartisan plan. It was swept aside. I think something this big, this important has to be done on a bipartisan basis. And we have to have a president who can reach across the aisle and fashion important legislation with the input from both parties.",Pres,2012.0,2012-10-03,1.0,What are the main concerns regarding the implementation of Obamacare and its impact on insurance coverage?
Barack Obama,"Governor Romney said this has to be done on a bipartisan basis. This was a bipartisan idea. In fact, it was a Republican idea. And Governor Romney at the beginning of this debate wrote and said what we did in Massachusetts could be a model for the nation. And I agree that the Democratic legislators in Massachusetts might have given some advice to Republicans in Congress about how to cooperate, but the fact of the matter is, we used the same advisers, and they say its the same plan. It — when Governor Romney talks about this board, for example, unelected board that weve created, what this is, is a group of health care experts, doctors, et cetera, to figure out, how can we reduce the cost of care in the system overall? Because there — there are two ways of dealing with our health care crisis. One is to simply leave a whole bunch of people uninsured and let them fend for themselves, to let businesses figure out how long they can continue to pay premiums until finally they just give up, and their workers are no longer getting insured, and thats been the trend line. Or, alternatively, we can figure out, how do we make the cost of care more effective? And there are ways of doing it. So at Cleveland Clinic, one of the best health care systems in the world, they actually provide great care cheaper than average. And the reason they do is because they do some smart things. They — they say, if a patients coming in, lets get all the doctors together at once, do one test instead of having the patient run around with 10 tests. Lets make sure that were providing preventive care so were catching the onset of something like diabetes. Lets — lets pay providers on the basis of performance as opposed to on the basis of how many procedures theyve — theyve engaged in. Now, so what this board does is basically identifies best practices and says, lets use the purchasing power of Medicare and Medicaid to help to institutionalize all these good things that we do. And the fact of the matter is that, when Obamacare is fully implemented, were going to be in a position to show that costs are going down. And over the last two years, health care premiums have gone up — its true — but theyve gone up slower than any time in the last 50 years. So were already beginning to see progress. In the meantime, folks out there with insurance, youre already getting a rebate. Let me make one last point. Governor Romney says, we should replace it, Im just going to repeal it, but — but we can replace it with something. But the problem is, he hasnt described what exactly wed replace it with, other than saying were going to leave it to the states.",Pres,2012.0,2012-10-03,1.0,"What are the benefits of the health care plan proposed in Massachusetts, and how does it aim to reduce costs while improving care?"
Barack Obama,"But the fact of the matter is that some of the prescriptions that hes offered, like letting you buy insurance across state lines, theres no indication that that somehow is going to help somebody whos got a pre- existing condition be able to finally buy insurance. In fact, its estimated that by repealing Obamacare, youre looking at 50 million people losing health insurance…",Pres,2012.0,2012-10-03,1.0,What are the potential consequences of repealing Obamacare on individuals with pre-existing conditions?
Jim Lehrer,Lets…,Pres,2012.0,2012-10-03,0.0,
Barack Obama,… at a time when its vitally important.,Pres,2012.0,2012-10-03,1.0,What is the significance of the timing in relation to the situation being discussed?
Jim Lehrer,Lets let the governor explain what you would do…,Pres,2012.0,2012-10-03,0.0,
Mitt Romney,Well…,Pres,2012.0,2012-10-03,1.0,It seems you haven't provided a full statement or context for me to identify the implicit question. Could you please share a more complete statement that I could analyze?
Jim Lehrer,… if Obamacare is repealed. How would you replace it? (CROSSTALK),Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"Well, actually its — its — its a lengthy description. But, number one, preexisting conditions are covered under my plan. Number two, young people are able to stay on their family plan. Thats already offered in the private marketplace. You dont have to have the government mandate that for that to occur. But lets come back to something the president and I agree on, which is the key task we have in health care is to get the cost down so its more affordable for families. And then he has as a model for doing that a board of people at the government, an unelected board, appointed board, who are going to decide what kind of treatment you ought to have. (CROSSTALK)",Pres,2012.0,2012-10-03,1.0,"What are the key features of the health care plan being discussed, particularly regarding coverage and affordability?"
