speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert,party,question_clean,qud_answer_fit,qud_question_fit,winner
George H. W. Bush,"I want to see the McKinney Act fully funded. I believe that that would help in terms of shelter. I want to see – when I talked at our convention about a thousand points of light, I was talking about the enormous numbers of shelters and organizations that help. The governors wife has been very active in the homeless. My campaign chairman, Secretary Jim Bakers wife. This isnt government. These are people that care, that are trying to give of themselves. The government has a role. It is to fully fund the McKinney Act. There are certain army bases that the act calls for that can be used in certain cases to shelter people when its rough. And so I think that were on the right track. I dont see this, incidentally, as a Democrat or a Republican or a liberal or conservative idea. I see an involvement by a thousand points of light. I see the funding that is required, and I hope the Congress will fully fund this bill. They gave it a great deal of conscience and a great deal of work. And were on the track on this one. But – and I, look, mental – that was a little overstated it. Id say around 30 percent. And I think maybe we could look back over our shoulders and wonder whether it was right to let all those mental patients out. Maybe we need to do a better job in mental clinics to help them. Because there is a major problem there. A lot of them are mentally sick. And weve got to attend to them. But fully, my short range answer is fully fund that McKinney Act.",Pres,1988,1988-09-25,1,What steps should be taken to address homelessness and mental health issues through the McKinney Act?,"Mr. Vice President, in a debate during the Republican primaries, you said most of the nations homeless are suffering from mental illness, an assertion immediately challenged by one of your rivals. Estimates of the homeless range from a low of 250, 000 by the government, to around three million, including working families and their children. What commitment are you willing to make tonight to this voiceless segment of our society?",0.8965173364,0.9136836529,0.7485628128,0.514470458,Republican,What commitment are you willing to make to the homeless population?,3.0,3.0,1.0
Jim Lehrer,"Governor, a response.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Michael Dukakis,"Well, this is another fundamental difference that I have with the vice president, just as I do in the case of health care for 37 million members of working families in this country who dont have health insurance. The problem, Mr. Bush, is that youve cut back by 90 percent on our commitment to affordable housing for families of low and moderate income. And when you do that, youve have homeless families. We didnt have two and a half million, or three million homeless people living on streets and in doorways in this country ten years ago. Weve got to begin to get back to the business of building and rehabilitating housing for families of low and moderate income in this country; housing for young families that they can look forward some day to buy. Weve got communities in this country increasingly where our own kids cant afford to live in the communities that they grew up in. Thats an essential commitment. And I think the housing community is ready. But its going to take a president whos committed to housing, whos had experience in building and rehabilitating housing who understands that affordable housing for families of low and moderate income, for young families, first time home buyers, is an essential part of the American dream. And while Im all for the McKinney bill, that, by itself, simply wont do. Weve got to have a president that can lead on this issue, that can work with the Congress, and Im prepared to do so. This is one of the most important priorities that faces this country.",Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
Jim Lehrer,"John, a question for the governor.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
John Mashek,"Governor, youve mentioned the American dream of home ownership, and its certainly become an impossible one for many of the young people of our nation who are caught up in this economic squeeze of the middle class, as youve said so frequently during the campaign. And yet in spite of your answer just a few minutes ago, what promise can you realistically hold out to these people that with the costs of housing going up, and with limited help available from Washington, are we destined to become a nation of renters?",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Michael Dukakis,"Well, I certainly hope not. And its all a question of what our priorities are. Mr. Bush talked about values. I agree with him. What are our values? Isnt providing housing for families of low and moderate income, isnt it making possible for young families, first time home buyers to own their own home some day something thats part of the American dream? I think so. You know, back after World War II when we had hundreds of thousands of GIs who came back from the war, we didnt sit around. We went out and built housing. The government was very much involved; so was the housing industry; so was the banking industry; so were housing advocates; so were non- profit agencies; so were governors and mayors and people all over this country who believe deeply in home ownership and affordable housing. Now, thats the kind of leadership that I want to provide as president of the United States. This isnt a question of a little charity for the homeless. This is a question of organizing the housing community. Ive talked to bankers and builders and developers, the housing advocates, community development agencies, and they want leadership from Washington. Washington, by itself, cant do it all. We shouldnt expect that. But governors are ready; mayors are ready. Builders and community leaders are ready. It will require some funds, John. And we ought to be prepared to provide those funds. But that, too, will require some choices. Mr. Bush wants to spend billions and trillions on Star Wars. Well, thats a choice we have to make, isnt it? Do we spend money on that weapon system in the billions and trillions, or is providing some decent and affordable housing for families of this country something that is at least as important and probably more so. Because its so essential to our economic strength and to our future. Now, thats the kind of presidency I believe in. And simply to say, well, the McKinney bill will do it just doesnt do. We need a president who will lead on this issue, who has had experience on this issue. Its the kind of priority that will be at the top of our list beginning in January of 1989.",Pres,1988,1988-09-25,1,What should be the priorities of the government in addressing affordable housing for low and moderate-income families?,"Governor, youve mentioned the American dream of home ownership, and its certainly become an impossible one for many of the young people of our nation who are caught up in this economic squeeze of the middle class, as youve said so frequently during the campaign. And yet in spite of your answer just a few minutes ago, what promise can you realistically hold out to these people that with the costs of housing going up, and with limited help available from Washington, are we destined to become a nation of renters?",0.8890801668,0.9165227413,0.7475572824,0.3943836689,Democratic,What promise can you realistically hold out to young people that they will not become a nation of renters?,3.0,3.0,0.0
Jim Lehrer,"A response, Mr. Vice President.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,"I think the governor is blurring housing and the homeless. Lets talk about housing which the question was. When you talk to those bankers, did they discuss where interest rates were when your party controlled the White House? Ten days before I took the oath of office as president they were 21 and a half percent. Now, how does that grab you for increasing housing? Housing is up. We are serving a million more families now. But were not going to do it in that old Democratic, liberal way of trying to build more bricks and mortars. Go out and take a look at St. Louis at some of that effort. It is wrong. I favor home ownership. I want to see more vouchers. I want to see control of some of these projects, and I want to keep the interest rates down. Theyre half, now of what they were when we came into office, and with my policy of getting this deficit under control, theyll be a lot less. But if we spend and spend and spend, that is going to wrap up the housing market, and well go right back to the days of the misery index and malaise that President Reagan and I have overcome – thank God for the United States on that one.",Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Jim Lehrer,"All right, the next question is to the governor. Ann Groer will ask it.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Anne Groer,"Governor Dukakis, is there a conflict between your opposition to the death penalty and your support for abortion on demand, even though in the minds of many people, thats also killing?",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Michael Dukakis,"No, I dont think there is. There are two very different issues here, and theyve got to be dealt with separately. Im opposed to the death penalty. I think everybody knows that. Im also very tough on violent crime. And thats one of the reasons why my state has cut crime by more than any other industrial state in America. Its one of the reasons why we have the lowest murder rate of any industrial state in the country. Its one of the reasons why we have a drug education and prevention program that is reaching out and helping youngsters all over our state, the kind of thing I want to do as president of the United States. You know, the vice president says he wants to impose the death penalty on drug traffickers, and yet his administration has a federal furlough program which is one of the most permissive in the country, which gave last year 7, 000 furloughs to drug traffickers and drug pushers, the same people that he says he now wants to execute. The issue of abortion is a very difficult issue, one that I think that we all have to wrestle with, we have to come to terms with. I dont favor abortion. I dont think its a good thing. I dont think most people do. The question is who makes the decision. And I think it has to be the woman, in the exercise of her own conscience and religious beliefs, that makes that decision.",Pres,1988,1988-09-25,1,"What are the speaker's views on the death penalty and abortion, and how do they differentiate between these issues while addressing crime?","Governor Dukakis, is there a conflict between your opposition to the death penalty and your support for abortion on demand, even though in the minds of many people, thats also killing?",0.8757913113,0.938814342,0.8339029551,0.6427197456,Democratic,Is there a conflict between your opposition to the death penalty and your support for abortion on demand?,3.0,3.0,0.0
Jim Lehrer,"Response, Mr. Vice President.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,"Well, the Massachusetts furlough program was unique. It was the only one in the nation that furloughed murderers who had not served enough time to be eligible for parole. The federal program doesnt do that. No other state programs do that. And I favor the death penalty. I know its tough and honest people can disagree. But when a narcotics wrapped up guy goes in and murders a police officer, I think they ought to pay with their life. And I do believe it would be inhibiting. And so I am not going to furlough men like Willie Horton, and I would meet with their, the victims of his last escapade, the rape and the brutalization of the family down there in Maryland. Maryland would not extradite Willie Horton, the man who was furloughed, the murderer, because they didnt want him to be furloughed again. And so we have a fundamental difference on this one. And I think most people know my position on the sanctity of life. I favor adoption. I do not favor abortion.",Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Jim Lehrer,"Question for the vice president, Ann?",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Anne Groer,"Yes. Mr. Vice President, Id like to stay with abortion for just a moment if I might. Over the years you have expressed several positions, while opposing nearly all forms of government payment for it. You now say that you support abortion only in cases of rape, incest, or threat to a mothers life, and you also support a constitutional amendment that if ratified would outlaw most abortions. But if abortions were to become illegal again, do you think that the women who defy the law and have them anyway, as they did before it was okayed by the Supreme Court, and the doctors who perform them should go to jail?",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,"I havent sorted out the penalties. But I do know, I do know that I oppose abortion. And I favor adoption. And if we can get this law changed, everybody should make the extraordinary effort to take these kids that are unwanted and sometimes aborted, take the – let them come to birth, and then put them in a family where they will be loved. And you see, yes, my position has evolved. And its continuing to evolve, and its evolving in favor of life. And I have had a couple of exceptions that I support – rape, incest and the life of the mother. Sometimes people feel a little uncomfortable talking about this, but its much clearer for me now. As Ive seen abortions sometimes used as a birth control device, for heavens sakes. See the millions of these killings accumulate, and this is one where you can have an honest difference of opinion. We certainly do. But no, Im for the sanctity of life, and once that illegality is established, then we can come to grips with the penalty side, and of course theres got to be some penalties to enforce the law, whatever they may be.",Pres,1988,1988-09-25,1,What is your stance on abortion and the measures you support to promote alternatives like adoption?,"Yes. Mr. Vice President, Id like to stay with abortion for just a moment if I might. Over the years you have expressed several positions, while opposing nearly all forms of government payment for it. You now say that you support abortion only in cases of rape, incest, or threat to a mothers life, and you also support a constitutional amendment that if ratified would outlaw most abortions. But if abortions were to become illegal again, do you think that the women who defy the law and have them anyway, as they did before it was okayed by the Supreme Court, and the doctors who perform them should go to jail?",0.9018710852,0.9229123592,0.7858022451,0.420855701,Republican,Do you think that women who have abortions illegally and the doctors who perform them should go to jail?,3.0,2.0,1.0
Jim Lehrer,Governor.,Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Michael Dukakis,"Well, I think what the vice president is saying is that hes prepared to brand a woman a criminal for making this decision. Its as simple as that. I dont think its enough to come before the American people who are watching us tonight and say, well, I havent sorted it out. This is a very, very difficult and fundamental decision that all of us have to make. And what he is saying, if I understand him correctly, is that hes prepared to brand a woman a criminal for making this choice.",Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
George H. W. Bush,I just –,Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Michael Dukakis,"Let me finish. Let me simply say that I think it has to be the woman in the exercise of her own conscience and religious beliefs that makes that decision, and I think thats the right approach, the right decision, and I would hope by this time that Mr. Bush had sorted out this issue and come to terms with it as I have. I respect his right to disagree with me. But I think its important that we have a position, that we take it, and we state it to the American people.",Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
Jim Lehrer,"Peter Jennings, a question for the vice president.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Peter Jennings,"Mr. Vice President, Im struck by your discussion of women and the sanctity of life. And it leads me to recall your own phrase, that you are haunted by the lives which children in our inner cities live. Certainly the evidence is compelling. Theres an explosion of single parent families. And by any measure, these single parent families, many with unwanted children, are the source of poverty, school drop outs, crime, which many people in the inner city simply feel is out of control. If it haunts you so, why over the eight years of the Reagan- Bush administration have so many programs designed to help the inner cities been eliminated or cut?",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,"One of the reasons, and I first would like to know which programs youre talking about, and then we could talk on the merits of the programs. But, you see, my fundamental philosophy is give local and state government as much control as possible. That might be the explanation, if you tell me the program. I do strongly support the WIC program. I think it is good. I think part of the answer to this haunting of these children that are out there and suffering lies in extension of Medicaid, to challenge the states, and maybe were going to have to enforce more on the states in terms of Medicaid taking care of these. But, Peter, so much of it is, gets into a whole other phase of things. The neighborhood, the kind of environment people are growing up in, and that leads me to the programs Im talking about in terms of education. I think that part of it is the crime infested neighborhoods, and thats why Im a strong believer in trying to control crimes in the neighborhood, why I was so pleased to be endorsed by the policemen on the beat, the Boston Police Department the other day. I think they understand my commitment to helping them in the neighborhoods. And so its a combination of these things. But do not erode out of the system the thousand points of light. The people that are out there trying to help these kids, the programs like cities and schools, the work that Barbara Bush is doing so people can learn to read in this country and then go on and break this cycle of poverty. Im for Head Start and moving that up. And Ive already made a proposal – and yes, it will cost some money. But I favor that. So these are the combination of things I want, and the fact that I dont think the federal government can endorse a $35 billion program does not mean I have less compassion than the person who endorses such a program.",Pres,1988,1988-09-25,1,"What is your stance on the roles of federal, state, and local governments in addressing social programs and their effectiveness?","Mr. Vice President, Im struck by your discussion of women and the sanctity of life. And it leads me to recall your own phrase, that you are haunted by the lives which children in our inner cities live. Certainly the evidence is compelling. Theres an explosion of single parent families. And by any measure, these single parent families, many with unwanted children, are the source of poverty, school drop outs, crime, which many people in the inner city simply feel is out of control. If it haunts you so, why over the eight years of the Reagan- Bush administration have so many programs designed to help the inner cities been eliminated or cut?",0.9027372599,0.9241127968,0.7770095468,0.4926701188,Republican,Why over the eight years of your administration have so many programs designed to help the inner cities been eliminated or cut?,3.0,2.0,1.0
Jim Lehrer,Governor.,Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Michael Dukakis,"Well, I must have been living through a different eight years then the ones the vice presidents been living through, because this administration has cut and slashed and cut and slashed programs for children, for nutrition, for the kinds of things that can help these youngsters to live better lives. Its cut federal aid to education; its cut Pell grants and loans to close the door to college opportunity on youngsters all over this country. And that, too, is a major difference between the vice president and me. Let me just give you one other example. We have a great many people, hundreds of thousands of people living on public assistance in this country. The 50 governors of this nation have proposed to the Congress that we help those families to get off of welfare, help those youngsters, help their mothers to become independent and self- sufficient. Its taken months and months and months to get Mr. Bush and the administration to support that legislation, and theyre still resisting. Thats the way you help people. Being haunted, a thousand points of light – I dont know what that means. I know what strong political leadership is. I know whats happened over the course of the past eight years. These programs have been cut and slashed and butchered, and theyve hurt kids all over this country.",Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
Jim Lehrer,"A question for the governor, Peter.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Peter Jennings,"Governor, the crisis is no less a crisis for you if you are elected president. Where would you get the money to devote to the inner cities which is clearly needed. And can you be specific about the programs not only youd reinstate, but the more imaginative ones that youd begin.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Michael Dukakis,"Well, I said a few minutes ago, Peter, that you could improve the lives of families and youngsters and save money at the same time. Welfare reform is one way to do it. If we invest in job training, in child care for those youngsters, in some extended health benefits so that that mother and her kids dont lose their health benefits when she goes to work, we can help literally hundreds of thousands, if not millions of families, to get off of welfare, to become independent and self- sufficient, to be taxpaying citizens, and to improve their lives, the quality of lives, their futures, and the futures of those children. Thats just one example of how you can save money and improve the quality of life at the same time. In my own state, for example, we now have that universal health care system, which the vice president opposes, I think very unwisely. One of the greatest barriers to opportunity for a family and for those children is the threat that they mat lose their health insurance. Think about that father down there in Houston who has to tell his youngster that he cant play little league ball that he cant go out on the ball field because hes afraid hes going to get hurt. And yet, Mr. Bush says well, I dont think we ought to expect business to provide health insurance for their employees, when responsible employers, a majority of employers in this country do and are paying more for their insurance to reimburse hospitals for free care on account of people that are not insured, that have to go to that hospital. So these are the ways that you help families, you help youngsters to live better lives, and more decent lives. Were ready to go to work at the state and local level, all of us. I know the private sector is. People are all over the country. But it takes presidential leadership. It takes a commitment to being involved and the leading. And thats the kind of presidency I want to lead.",Pres,1988,1988-09-25,1,How can welfare reform and related initiatives improve the quality of life for families while also saving money?,"Governor, the crisis is no less a crisis for you if you are elected president. Where would you get the money to devote to the inner cities which is clearly needed. And can you be specific about the programs not only youd reinstate, but the more imaginative ones that youd begin.",0.8143076301,0.9222903848,0.7443938255,0.3337042332,Democratic,Where would you get the money to devote to the inner cities and what specific programs would you reinstate or begin?,3.0,2.0,0.0
Jim Lehrer,Mr. Vice President.,Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,"What troubles me is that when I talk of the voluntary sector and a thousand points of light and a thousand different ways to help on these problems, the man has just said he doesnt understand what Im talking about. This is the problem I have with the big spending liberals. They think the only way to do it is for the federal government to do it all. The fact happens to be that education spending is up by the federal government; it is up. It is not down. But heres the point he misses. The federal government spends seven percent of the total on education, and the rest of the state governments and local governments and the thousand points of lightened Im talking about private schools and private church schools and things of this nature– are putting up 93 percent. But the federal spending for education is up, and I want to be the education president, because I want to see us do better. Were putting more money per child into education, and we are not performing as we should. Weve gotten away fro values and the fundamentals. And I would like to urge the school superintendents and the others around the country to stand up now and keep us moving forward on a path towards real excellence. And we can do it. But itÏ€s not going to be dedicated by some federal bureaucracy in Washington, D. C.",Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Jim Lehrer,"All right, lets move now to some questions on foreign and national security policy. John Mashek will ask the first question of the governor.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
John Mashek,"Governor, the vice president continually refers to your lack of experience, weakness, naivete on foreign policy and national security matters. He says you are prepared to eliminate weapons system that will result in the unilateral disarmament of this country. Is that true?",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Michael Dukakis,"Of course not. Of course thats a charge thats always made against any governor who runs for the presidency. I think it was one of the things that Mr. Bush said about Mr. Reagan back in 1980. Remember that, George? And yet some of our finest presidents, some of our strongest international leaders were governors- Franklin Roosevelt, Woodrow Wilson, Theodore Roosevelt. Its not the amount of time you spend in Washington. Its not the length of your resume. Its your strength, its your values, its the quality of the people you pick. Its your understanding of the forces of change that are sweeping the world, and whether or not youre in a position to provide leadership to make those forces of change work for us and not against us. The vice president has a long resume. But it didnt stop him from endorsing the sale of arms to the Ayatollah. And we now know that he was not out of the loop; he was in meeting after meeting listening to Secretary Shultz and Secretary Weinberger opposing that, and yet he supported it. His experience didnt prevent him from participating or involving or in some way being involved in the relationship between this government and Mr. Noriega and drug trafficking in Panama. He went to Philippines in the early 80Ï€s and commended Ferdinand Macros for his commitment to democracy. And he continues to support a failed policy in Central America which is getting worse and worse, and which has in fact increased Cuban and Soviet influence in that region. So I dont believe that the fact youve got that long resume or had that experience is the real question. The question is values; the question is strength, the question is your willingness to provide the kind of leadership that must be provided. Im ready to provide that leadership. I want to be the commander in chief of this country. I think it take fresh leadership now, and an understanding of those forces of change to provide the kind of strength that we need, and perhaps the vice president can explain what he was doing when he supported the trading of arms to terrorist nation, and his involvement in Panama and that endorsement of Mr. Macros. But I dont think its just experience that makes the difference. Its strength; its values.",Pres,1988,1988-09-25,1,"What qualities and leadership attributes are essential for a presidential candidate, beyond just experience?","Governor, the vice president continually refers to your lack of experience, weakness, naivete on foreign policy and national security matters. He says you are prepared to eliminate weapons system that will result in the unilateral disarmament of this country. Is that true?",0.871458292,0.9066331983,0.6900556087,0.0001876633614,Democratic,Are you prepared to eliminate weapon systems that would result in the unilateral disarmament of this country?,3.0,1.0,0.0
Jim Lehrer,Mr. Vice President.,Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,"Well, I thought the question was about defense. The governor was for a nuclear freeze that would have locked in a thousand Soviet intermediate nuclear force weapons and zero for the West. And because we didnt listen to the freeze advocates, and strengthen the defense of this country, we now have the first arms control agreement in the nuclear age. Now, were sitting down and talking to the Soviets about strategic arms, and he wants to do away with the Midgetman and the MX, the modernization or our nuclear capability. That is not the way you deal with the Soviets. Ive met Mr. Gorbachev. Met Mr. Shevardnadze and talked substance with him the other day. These people are tough. But now we have a chance. I few have experience and now how to handle it, but please do not go back to the days when the military was as weak as they could be, when the morale was down, and when we were the laughing stock around the world. And now we are back, because we have strengthened the defenses of this country, and believe me, I dont want to see us return to those days. As to Ferdinand Marcos, he isnt there any more. It was under our administration that Mrs. Aquino came in. But Ill tell you what I was thinking of. I flew a combat mission, my last one was over Manila. And he was down there fighting against imperialism. And he had just-",Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Jim Lehrer,Mr. Vice President,Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,And he just lifted martial law. And he just called for new elections. And all of those things happened because the Philippines do crave democracy. And out he goes.,Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Jim Lehrer,"Mr. Vice President, your time is up. John, a question for the vice president.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
John Mashek,"Mr. Vice President, the governor has suggested that youve never met a weapons system that you didnt like or want. Are you prepared to tell the voters one system in this time of tight budgetary restraints and problems at the Pentagon that youd be willing to cut or even eliminate that wouldnt endanger national security?",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,"I dont think its a question of eliminating. I can tell him some Im against. A- 6F, for example. DIVAD. And I can go on and on. Minuteman III, penetration systems. I mean, theres plenty of them that I oppose, but what I am not going to do, when we are negotiating with the Soviet Union, sitting down talking to Mr. Gorbachev about how we achieve a 50 percent reduction in our strategic weapons, Im not going to give away a couple of aces I that very tough card game. Im simply not going to do that. And under me, when I lead this country, the secretary of defense is going to have to make the choices, between how we keep, how we protect the survivability of our nuclear deployment on the Midgetman missile, or on the Minuteman, whatever it is. Were going to have to- the MX. Were going to have to do that. Its Christmas. (Laughter)",Pres,1988,1988-09-25,1,What is your stance on maintaining certain strategic weapons during negotiations with the Soviet Union?,"Mr. Vice President, the governor has suggested that youve never met a weapons system that you didnt like or want. Are you prepared to tell the voters one system in this time of tight budgetary restraints and problems at the Pentagon that youd be willing to cut or even eliminate that wouldnt endanger national security?",0.9228386879,0.929645896,0.7943758965,0.4651879966,Republican,Are you prepared to tell the voters one weapons system you would be willing to cut or eliminate that wouldn't endanger national security?,3.0,3.0,1.0
George H. W. Bush,Wouldnt it be nice to be perfect?,Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Michael Dukakis,I hope it isnt Christmas when you make that decision.,Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
George H. W. Bush,"wouldnt it be nice to be the ice man so you never make a mistake? These are the- my answer is do not make these unilateral cuts, and everybody now realizes that peace through strength works, and so this is where I have a big difference. Of course were going to have to make some determination on this, and were going to have to make it on the convention forces. But now weve got a very good concept called competitive strategies. We will do what we do best. Its a strategy that weve been working on for a couple of years. It is going to take us to much better advantage in conventional forces. But look, let me sum it up. I want to be the president that gets conventional forces balance. I want to be the one to banish chemical and biological weapons from the face of the earth. But you have to have a little bit of experience to know where to start. And I think Ive had that.",Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Jim Lehrer,Governor?,Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Michael Dukakis,"Well, first let me say with respect to the freeze, that back in the spring of 1982 Mr. Bush was a lot more sympathetic to the freeze than he seems to be today. As a matter of fact, he said it was not and should not be subject to partisan demagoguery because it was too important for the United States or for the world. I didnt hear, John, exactly where he was going to cut and what he was going to do. But I know this, we have serious financial problems in this country. Weve piled up over a trillion dollars in debt and the next president of the United States is going to have to make some choices. Mr. Bush wants to spend billions on Star Wars. He apparently wants to spend billions on the MX on railroad cars, a weapons system we dont need and cant afford. I thought the administration was opposed to the Midgetman. I thought the administration was at the negotiating table in Geneva suggesting that we ban mobile missile systems entirely. But those are the choices the next president of the United States is going to have to make. Im for the Stealth, Im for the D- 5, Im for going ahead with the advance Cruise missile. But I dont think we need these other systems. I dont think we need them to remain strong. Weve got to move ahead with the strategic arms negotiation process, with the comprehensive test ban treaty and with negotiations leading to conventional force reduction in Europe with deeper cuts on the Soviet side and Senator Bentsen and I will pursue that policy.",Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
Jim Lehrer,"Anne Groer, a question for the Vice President.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Anne Groer,"Well, Mr. Vice President, you said youve met with Secretary General Gorbachev, youve met with Mr. Shevardnadze, but for the last forty years Americans have been taught to regard the Soviet Union as the enemy. Yet, President Reagan has signed two arms control treaties and hes promised to share Star Wars technology with the very country he once called the evil empire. So, perhaps you can tell us this evening, should we be doing a lot to help the economics and the social development of a country that we have so long regarded as an adversary?",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,"What I think we ought to do is take a look at perestroika and glasnost, welcome them, but keep our eyes open. Be cautious. Because the Soviet change is not fully established yet. Yes, I think its fine to do business with them. And, so, Im encouraged with what I see when I talk to Mr. — what I hear when I talk to Mr. Gorbachev and Mr. Shevardnadze, but can they pull it off. And when they have a – they a – deals that are good for us, as China started to do– the changes in China since Barbara and I lived there is absolutely amazing, in terms of incentive, in partnership and things of this nature. And now the Soviet Union seems to be walking down that same path. We should encourage that. We ought to say this is good. But where I differ with my opponent is I am not going to make unilateral cuts in our strategic defend systems or support some freeze when they have superiority. Im not going to do that, because I think the jury is still out on the Soviet experiment. And the interesting place- one of the things that fascinates me about this perestroika and glasnost is wheats going to happen in Eastern Europe. You see the turmoil in Poland today. And I think we have enormous opportunity for trade. I dont want to go back to the Carter grain embargo on the Soviets. We are once again reliable suppliers and I would never use food as a political tool like our predecessors did. But this is an exciting time. But all Im suggesting is lets not be naÃ¯ve in dealing with the Soviets and make a lot of unilateral cuts hoping against hope that they will match our bid. Look at the INF treaty. And if we havent learned from the negotiating history on that, well never learn. The freeze people were wrong. The Reagan- Bush administration was right.",Pres,1988,1988-09-25,1,What is the appropriate approach for the United States in engaging with the Soviet Union during its period of change?,"Well, Mr. Vice President, you said youve met with Secretary General Gorbachev, youve met with Mr. Shevardnadze, but for the last forty years Americans have been taught to regard the Soviet Union as the enemy. Yet, President Reagan has signed two arms control treaties and hes promised to share Star Wars technology with the very country he once called the evil empire. So, perhaps you can tell us this evening, should we be doing a lot to help the economics and the social development of a country that we have so long regarded as an adversary?",0.9213464856,0.9357429743,0.8624001145,0.2514979243,Republican,Should we be doing a lot to help the economics and the social development of a country that we have long regarded as an adversary?,3.0,3.0,1.0
Jim Lehrer,Governor Dukakis.,Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Michael Dukakis,"It was a very different George Bush who was talking much more sympathetically about the freeze in the spring of 1982 than he is today. And you were right then, George, when you said it was no time for partisan demagoguery. Nobody is suggesting that we unilaterally disarm or somehow reduce our strength, of course not. What were talking about is a combination of a strong and effective and credible nuclear deterrent. Strong, well- equipped, well- trained, well- maintained conventional forces. And at the same time a willingness to move forward steadily, thoughtfully cautiously. We have serious differences with the Soviet Union. We have very fundamental differences about human rights, democracy and our basic system, our basic view of human beings and of what life is all about. But there are opportunities there now. Senator Bentsen and I have a plan for the 1990Ï€s and beyond. Mr. Bush and Mr. Quayle do not. And we want to pursue that plan in a way which will bring down the level of nuclear armament, will build a more stable and more peaceful world while making choices here at home. Lets not forget that our national security and our economic security go hand in hand. We cannot be strong militarily when were teeter- tottering on top of a mountain of debt which has been created in the past eight years. Thats why we need a Democratic administration in Washington in 1989. (Applause)",Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
Jim Lehrer,"Anne Groer, a question for the Governor.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Anne Groer,"Yes. Governor Dukakis, speaking of seeming changes of position, you have gone from calling the Strategic Defense Initiative, or Star Wars, a fantasy and a fraud, to saying recently that you would continue SDI research and might even deploy the system if Congress supported such a move. Why the change of heart?",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
