speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert
George H. W. Bush,"Weve got the plan announced for what we can do for small business. Ive already put forward things thatll get this country working fast, some of which have been echoed here tonight– investment tax allowance, capital gains reduction, more on research and development, tax credit for first- time home buyers. What Im going to do is say to Jim Baker when this campaign is over, all right, lets sit down now, you do in domestic affairs what youve done in foreign affairs, be kind of the economic coordinator of all the domestic side of the House, and that includes all the economic side, all the training side, and bring this program together. Were going to have a new Congress, and were going to say to them, youve listened to the voters the way we have. Nobody wants gridlock anymore, and so lets get the program through. And I believe itll work because, as Ross said, we got the plans. The plans are all over Washington. And Ive put ours together in something called the Agenda for American Renewal, and it makes sense, its sensible, it creates jobs, it gets to the base of the kind of jobs we need. And so Ill just be asking for support to get that put into effect.",Pres,1992,1992-10-11,1,,,,,,
Jim Lehrer,All right. The next question goes to Governor Clinton for 2 minutes. It will be asked by Sandy.,Pres,1992,1992-10-11,0,,,,,,
Sander Vanocur,"Governor Clinton, when a president running for the first time gets into the office and wants to do something about the economy, he finds in Washington theres a person who has much more power over the economy than he does; the chairman of the Federal Reserve Board, accountable to no one. That being the case, would you go along with proposals made by Treasury Secretary James Brady and Congressman Lee Hamilton to make the Federal Reserve Board chairman somehow more accountable to elected officials?",Pres,1992,1992-10-11,0,,,,,,
Bill Clinton,"Well, let me say that I think that we might ought to review the terms, the way it works. But frankly, I dont think thats the problem today. We have low interest rates today. At least we have low interest rates that the Fed can control. Our long- term interest rates are still pretty high because of our deficit and because of our economic performance. And there was a terrible reaction internationally to Mr. Bush saying he was going to give us 4 more years of trickle- down economics– another across- the- board tax cut and most of it going to the wealthy, with no real guarantee of investment. But I think the important thing– the important thing– is to use the powers the president does have on the assumption that, given the condition of this economy, were going to keep interest rates down if we have the discipline to increase investment and reduce the debt at the same time. That is my commitment. I think the American people are ready for action. I think Congress is hungry for someone who will work with them instead of manipulate them. Someone who will not veto a bill that has an investment tax credit, middle class tax relief, research and development tax credits as Mr. Bush has done. Give me a chance to do that. I dont have to worry in the near term about the Federal Reserve. Their policies so far, it seems to me, are pretty sound.",Pres,1992,1992-10-11,1,What approach should be taken to manage interest rates and stimulate investment while addressing the deficit?,"Governor Clinton, when a president running for the first time gets into the office and wants to do something about the economy, he finds in Washington theres a person who has much more power over the economy than he does; the chairman of the Federal Reserve Board, accountable to no one. That being the case, would you go along with proposals made by Treasury Secretary James Brady and Congressman Lee Hamilton to make the Federal Reserve Board chairman somehow more accountable to elected officials?",0.7919971942901611,0.9204223155975342,0.7326059341430664,0.30545610189437866
Jim Lehrer,President Bush you have one minute.,Pres,1992,1992-10-11,0,,,,,,
George H. W. Bush,"I dont think the Fed ought to be put under the Executive Branch. There is a separation there. I think thats fine. Alan Greenspan is respected. Ive had some arguments with him about the speed in which we might have lowered interest rates, but Governor Clinton, he talks about the reaction to the markets. There was a momentary fear that he might win and that the markets went phwee, down like that. So I dont think we can judge on, the stock market has been strong. Its been very strong since Ive been president. And they recognize we got great difficulties, but theyre also much more optimistic than the pessimists we have up here tonight. In terms of vetoing tax bills, youre darn right. I am going to protect the American taxpayer against the spend and tax Congress. And Im going to keep on vetoing them, because I dont think were taxed too little. I think the governments spending too much. So Governor Clinton can label it tax for the rich or anything he wants. Im going to protect the working man by continuing to veto, and to threaten to veto until we get this new Congress, and then were going to move forward on our plan. Iâ€™ve got to protect them.",Pres,1992,1992-10-11,1,,,,,,
Jim Lehrer,"Mr. Perot, one minute.",Pres,1992,1992-10-11,0,,,,,,
Ross Perot,"Keep the Federal Reserve independent, but lets live in a world of reality. We live in a global economy, not a national economy. These interest rates we have now dont make any sense. We have a four trillion dollar debt, and only in America would you finance seventy percent of it five years or less. So seventy percent of our debt is five years or less. Its very interest sensitive. We have a four percent gap between what we pay for treasuries, and what Germany pays for one to five year treasuries. That gap is going to close, because the Arabs, the Japanese and folks in this country are going to start buying German treasuries because they can get more money. Every time our interest rates go up one percent, that adds 28 billion dollars to the deficit or to the debt. Whichever place you put it. We are sitting on a ticking time bomb folks, because we have totally mismanaged our country, and we had better get it back under control. Just think in your own business, if you had all of your long term problems financed short term. Youd go broke in a hurry.",Pres,1992,1992-10-11,1,,,,,,
Jim Lehrer,"Were going to move to foreign affairs. The first question goes to Mr. Perot for a two minute answer, and Sandy will ask it.",Pres,1992,1992-10-11,0,,,,,,
Sander Vanocur,"Mr Perot, in the postwar coldwar environment, what should be the overriding U. S. national interest? And what can the United States do, and what can it afford to do, to defend the national interest?",Pres,1992,1992-10-11,0,,,,,,
Ross Perot,"Again, if youre not rich, youre not a superpower. So we have two that Id put as number one. I have number 1 and 1A. One is weve got to have the money to be able to pay for defense, and weve got to manufacture here. Believe it or not folks, you cant ship it all overseas, youve got to make it here. And you cant convert from potato chips to airplanes in an emergency. See, Willow Run could be converted from cars to airplanes in World War II because it was here. Weve got to make things here. You cant ship them overseas anymore. I hope we can talk more about that. Second thing, on priorities. Weve got to help Russia succeed in its revolution and all of its republics. When we think of Russia, remember were thinking of many countries, now. Weve got to help them. Thats pennies on the dollar compared to renewing the cold war. Third, weve got all kinds of agreements on paper, and some that are being executed on getting rid of nuclear warheads. Russia and its republics are out of control or at best in weak control right now. Its a very unstable situation. Youve got every rich Middle Eastern country over there trying to buy nuclear weapons. As you well know. And that will lead to another five star migraine headache down the road. We really need to nail down the big intercontinental ballistic missiles, the ones that can hit us from Russia. And weve focused on the tactical. Weve made real progress there. Weve got some agreement on the nuclear, but we dont have those things put away yet. The sooner the better. So, in terms of priorities, weve got to be financially strong. Number two, weve got to take care of this missile situation and try to get the nuclear war behind us and give this thing very high priority. And number three, we need to help and support Russia and the republics in every possible way to become democratic capitalistic societies, and not just sit back and let those countries continue in turmoil. Because they could go back worse than things used to be. And believe me there are a lot of old boys in the K. G. B. and the military that liked it better the way it used to be.",Pres,1992,1992-10-11,1,What key priorities should the United States focus on to ensure national security and stability in the post-Cold War environment?,"Mr Perot, in the postwar coldwar environment, what should be the overriding U. S. national interest? And what can the United States do, and what can it afford to do, to defend the national interest?",0.8911402225494385,0.9382500648498535,0.8412432670593262,0.5380681157112122
Jim Lehrer,"Governor Clinton, one minute.",Pres,1992,1992-10-11,0,,,,,,
Bill Clinton,"In order to keep America the strongest nation in the world, we need some continuity and some change. There are three fundamental challenges. First of all, the world is still a dangerous and uncertain place. We need a new military and a new national security policy equal to the challenges of a post cold war era, a smaller permanent military force, but one that is more mobile, well trained with high technology equipment. We need to continue the negotiations to reduce the nuclear arsenals in the Soviet Union, the former Soviet Union, and the United States. We need to stop this proliferation of weapons of mass destruction. Second, we have to face that in this world, economic security is a whole lot of national security. Our dollars at an all time low against some foreign currencies. Were weak in the world. We must rebuild Americas strength at home. And finally, we ought to be promoting the democratic impulses around the world. Democracies are our partners. They dont go to war with each other. Theyre reliable friends in the future. National security, economic strength, democracy.",Pres,1992,1992-10-11,1,,,,,,
Jim Lehrer,"President Bush, one minute.",Pres,1992,1992-10-11,0,,,,,,
George H. W. Bush,"Well, we still are the envy of the world in terms of our military. Theres no question about that. Were the envy of the world in terms of our economy, despite the difficulties were having. Theres no question about that. Our exports are dramatically up. I might say to Mr. Perot, I can understand why you might have missed it, because theres so much fascination with trivia, but I worked out a deal with Boris Yeltsin to eliminate, get rid of entirely, the most destabilizing weapons of all, the SS- 18, the intercontinental ballistic missile. I mean, thats been done. And thank God, it has, because the parents of these young people around here go to bed at night without the same fear of nuclear war. We made dramatic progress. And so, weve got a good military. the question, to sort of get a new military, get the best in the world, we got it, and theyâ€™re keeping the peace, and theyre respected around the world. And were more respected because of the way we have conducted ourselves. We didnt listen to the nuclear freeze crowd. We said, “Peace through strength, ” and it worked and the cold war is over. And America understands that. But were so, turned so inward we dont understand the global picture. And we are helping democracy, Ross. The Freedom Support Act is something I got through the Congress, and its a very good thing, because it does exactly what you say, and I think you agree with that, to help Russian democracy. And were going to keep on doing that.",Pres,1992,1992-10-11,1,,,,,,
Jim Lehrer,"Next question is for Governor Clinton, and John will ask it.",Pres,1992,1992-10-11,0,,,,,,
John Mashek,"Governor Clinton, you accused the President of coddling tyrants, including those in Beijing. As President, how would you exert U. S. power to influence affairs in China.",Pres,1992,1992-10-11,0,,,,,,
Bill Clinton,"I think our relationships with China are important and I dont want to isolate China, but I think it is a mistake for us to do what this Administration did when all those kids went out there carrying the Statue of Liberty in Tiananmen Square. Mr Bush sent two people in secret to toast the Chinese leaders and basically tell them not to worry about it. They rewarded him by opening negotiations with Iran to transfer nuclear technology. That was their response to that sort of action. Now that the voices in the Congress and throughout the country have insisted that we do something about China, look at what has happened. China has finally agreed to stop sending us products made with prison labor. Not because we coddled them, but because the Administration was pushed into doing something about it. And recently the Chinese have announced they are going to lower some barriers to our products, which they ought to do since they have a 15 billion dollar trade surplus with the United States under Mr. Bush. The second biggest surplus next to Japan. So I would be firm. I would say if you want to continue as Most Favored Nation status for your government owned industries as well as your private ones, observe human rights in the future. Open your society. Recognize the legitimacy of those kids that were carrying the Statue of Liberty. If we can stand up for our economics, we ought to be able to preserve the democratic interests of the people of China. And over the long run they will be more reliable partners.",Pres,1992,1992-10-11,1,What approach should the United States take in its relations with China to promote human rights and economic responsibility?,"Governor Clinton, you accused the President of coddling tyrants, including those in Beijing. As President, how would you exert U. S. power to influence affairs in China.",0.8408246636390686,0.9275354743003845,0.7724102735519409,0.5049070119857788
Jim Lehrer,President you have one minute.,Pres,1992,1992-10-11,0,,,,,,
George H. W. Bush,"Well, the Administration was the first major country to stand up to the abuse in Tiananmen Square. We are the one that worked out the prison labor deal. We are the ones that lowered the barrier to products with Carla Hills negotiation. I am the one that said lets keep the M. F. N. because you see China moving towards a free market economy. To do what the Congress and Governor Clinton is suggesting, youd isolate and ruin Hong Kong. They are making some progress, not enough for us. We were the first ones to put sanctions on. We still have them on, on some things. But Governor Clintons philosophy is isolate them. He says dont do it, but the policies hes expounding of putting conditions on M. F. N. and kind of humiliating them is not the way you make the kind of progress we are getting. And Ive stood up with these people, and I understand what you have to do to be strong in this situation, and its moving, not as fast as wed like. But you isolate China and turn them inward, and then weve made a tremendous mistake. And Im not going to do it. And Ive had to fight a lot of people that were saying human rights, and weâ€™re the ones that put the sanctions on and stood for it. And he can insult General Scowcroft if he wants to. They didnt go over to coddle. He went over to say we must make the very changes theyre making now.",Pres,1992,1992-10-11,1,,,,,,
Jim Lehrer,"One minute, Mr. Perot.",Pres,1992,1992-10-11,0,,,,,,
Ross Perot,"All right, its huge. China, is a huge country, broken into many provinces. It has some very elderly leaders that will not be around too much longer. Capitalism is growing and thriving across big portions of China. Asia will be our largest trading partner in the future. It will be a growing and a closer relationship. We have a delicate, tight- wire walk that we must go through at the present time to make sure that we do not cozy up to tyrants, to make sure that they dont get the impression that they can suppress their people. But time is our friend there, because their leaders will change in not too many years, worst case, and their country is making great progress. One last point on the missiles. I dont want the American people to be confused. We have written agreements and we have some missiles that have been destroyed, but we have a huge number of intercontinental ballistic missiles that are still in place in Russia. The fact that you have an agreement is one thing. Till theyre destroyed, some crazy person can either sell them or use them.",Pres,1992,1992-10-11,1,,,,,,
Jim Lehrer,"All right. The next question goes to President Bush for a 2- minute answer, and Ann will ask it.",Pres,1992,1992-10-11,0,,,,,,
Ann Compton,"Mr. President, how can you watch the killing in Bosnia and the ethnic cleansing, or the starvation and anarchy in Somalia, and not want to use Americas might, if not Americas military, to try to end that kind of suffering?",Pres,1992,1992-10-11,0,,,,,,
George H. W. Bush,"Ann, both of them are very complicated situations. And I vowed something because I learned something from Vietnam. I am not going to commit US forces until I know what the mission is, till the military tell me that it can be completed, and till I know how they can come out. We are helping. American airplanes are helping today on humanitarian relief for Sarajevo. It is America thats in the lead in helping with humanitarian relief for Somalia. But when you go to put somebody elses son or daughter into war, I think you got to be a little bit careful and you have to be sure that theres a military plan that can do this. You have ancient ethnic rivalries that have cropped up as Yugoslavias dissolved or getting dissolved, and it isnt going to be solved by sending in the 82nd Airborne, and Im not going to do that as commander- in- chief. I am going to stand by and use the moral persuasion of the US to get satisfaction in terms of prison camps, and were making some progress there, and in terms of getting humanitarian relief in there. And right now, as you know, the US took the lead in a no- fly operation up there in– no- fly order up in the United Nations. Were working through the international organizations. Thats one thing I learned by forging that tremendous and greatly– highly successful coalition against Saddam Hussein, the dictator. Use– work internationally to do it. I am very concerned about it. I am concerned about ethnic cleansing. I am concerned about a tax on Muslims, for example, over there. But I must stop short of using American force until I know how those young men and women are going to get out of there as well as get in, know what the mission is, and define it. And I think Im on the right track.",Pres,1992,1992-10-11,1,What considerations should be taken into account before committing U.S. forces to international conflicts?,"Mr. President, how can you watch the killing in Bosnia and the ethnic cleansing, or the starvation and anarchy in Somalia, and not want to use Americas might, if not Americas military, to try to end that kind of suffering?",0.8695652484893799,0.9192241430282593,0.7202876210212708,0.3636748790740967
Ann Compton,"Are you designing a mission,",Pres,1992,1992-10-11,0,,,,,,
Jim Lehrer,"Ms. – Ann, sorry, sorry. Time is up. We have to go to Mr. Perot for a one- minute response.",Pres,1992,1992-10-11,0,,,,,,
Ross Perot,"I think if we learned anything in Vietnam is you first commit this nation before you commit the troops to the battlefield. We cannot send our people all over the world to solve every problem that comes up. This is basically a problem that is a primary concern to the European Community. Certainly we care about the people, we care about the children, we care about the tragedy. But it is inappropriate for us, just because theres a problem somewhere around the world, to take the sons and daughters of working people– and make no mistake about it, our all- volunteer armed force is not made up of the sons and daughters of the beautiful people; its the working folks who send their sons and daughters to war, with a few exceptions. Its very unlike World War II, when FDRs sons flew missions. Everybody went. Its a different world now. Its very important that we not just, without thinking it through, just rush to every problem in the world and have our people torn to pieces.",Pres,1992,1992-10-11,1,,,,,,
Jim Lehrer,"Governor Clinton, one minute.",Pres,1992,1992-10-11,0,,,,,,
Bill Clinton,"I agree that we cannot commit ground forces to become involved in the quagmire of Bosnia or in the tribal wars of Somalia. But I think that its important to recognize that there are things that can be done short of that, and that we do have interests there. There are, after all, 2 million refugees now because of the problems in what was Yugoslavia, the largest number since World War II, and there may be hundreds of thousands of people who will starve or freeze to death in this winter. The US should try to work with its allies and stop it. I urged the president to support this air cover, and he did– and I applaud that. I applaud the no- fly zone, and I know that hes going back to the United Nations to try to get authority to enforce it. I think we should stiffen the embargo on the Belgrade government, and I think we have to consider whether or not we should lift the arms embargo now on the Bosnians, since they are in no way in a fair fight with a heavily armed opponent bent on ethnic cleansing. We cant get involved in the quagmire, but we must do what we can. END Part 1, 1992 Debate 1 END Part 1, 1992 Debate 1",Pres,1992,1992-10-11,1,,,,,,
