speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert,party,question_clean,qud_answer_fit,qud_question_fit,winner
Gerald Ford,"Well, in the uh – last two years, as I indicated before, we had a very tough time. We were faced with uh – heavy inflation, over 12 percent; we were faced with substantial unemployment. But in the last uh – twenty- four months weve turned the economy around and weve brought inflation down to under 6 percent, and we have reduced the uh – well, we have added employment of about four million in the last seventeen months to the point where we have eighty- eight million people working in America today – the most in the history of the country. The net result is we are going to have some improvement in our receipts. And I think well have some decrease in our disbursements. We expect to have a lower deficit in fiscal year 1978. We feel that with this improvement in the economy; we feel with more receipts and fewer disbursements we can in a moderate way increase, as I recommended, over the next ten years a new parks program that would cast a billion and a half dollars, doubling our national park system. We have recommended that in the h- housing program we can reduce down payments and moderate monthly payments. But that doesnt cost any more as far as the federal treasury is concerned. We believe that we can uh do a better job in the area of crime, but that requires a tougher sentencing, mandatory certain prison sentences for those who violate our criminal laws. We – uh believe that uh you can revise the federal criminal code, which has not been revised in a good many years. That doesnt cost any more money. We believe that you can uhh – do something more effectively with a moderate increase in money in the drug abuse program. We feel that uh – in education we can have a slight increase – not a major increase. Its my understanding that Governor Carter has indicated that uh – he approves of a $30 billion uh – expenditure by the federal government as far as education is concerned. At the present time were spending roughly three billion five hundred million dollars. I dont know where that money would come from. But as we look at the quality- of- life programs – jobs, health, education, crime, recreation – we feel that as we move forward with a healthier economy, we can absorb the small necessary cost that will be required.",Pres,1976,1976-09-23,1,How has the turnaround in the economy impacted the potential for new programs and initiatives?,"Mr. President, at Vail, after the Republican convention, you announced that you would now emphasize five new areas; among those were jobs and housing and health and improved recreational facilities for Americans. And you also added crime. You also mentioned education. For two years youve been telling us that we couldnt do very much in these areas because we couldnt afford it; and in fact we do have a $50 billion deficit now. In rebuttal to Governor Carter a little bit earlier, you said that if there were to be any surplus in the next few years you thought it should be turned back to the people in the form of tax relief. So how are you going to pay for any new initiatives in these areas you announced at Vail you were going to now stress?",0.8987413645,0.9230735898,0.8086262941,0.5221014619,Republican,"How are you going to pay for any new initiatives in jobs, housing, health, crime, and education?",2.0,3.0,0.0
Elizabeth Drew,"Sir, in the next few years would you try to reduce the deficit, would you spend more money far these programs that you have just outlined, or would you, as you said earlier, return whatever surplus you got to the people in the form of tax relief?",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Gerald Ford,"We feel that uh – with the programs that I have recommended, the additional $10 billion tax cut, with the moderate increases in the quality- of- life area, we can still have a balanced budget which I will submit to the Congress in January of 1978. We wont wait one year or two years longer, as Governor Carter uh – indicates. As the economy improves, and it is improving, our gross national product this year will average about 6 percent increase over last year. We will have the lower rate of inflation for the uh – calendar year this year – something slightly under 6 percent. Employment will be up, revenues will be up. Well keep the lid on some of these programs that we can hold down as we have a little extra money to spend for those quality- of- life programs which I think are needed and necessary. Now I cannot, and would not, endorse the kind of program that uh – Governor Carter recommends. He endorses the Democratic uh – platform which, as I read it, calls for approximately sixty additional programs. We estimate that those programs would add a hundred billion dollars minimum and probably two hundred billion dollars – uhh maximum each year to the federal budget. Those programs you cannot afford and give tax relief. We feel that you can hold the line and restrain federal spending, give a tax reduction and still have a balanced budget by 1978.",Pres,1976,1976-09-23,1,How can we achieve a balanced budget while implementing tax cuts and maintaining necessary quality-of-life programs?,"Sir, in the next few years would you try to reduce the deficit, would you spend more money far these programs that you have just outlined, or would you, as you said earlier, return whatever surplus you got to the people in the form of tax relief?",0.8766133189,0.9255837202,0.8364472389,0.5691787004,Republican,"Would you try to reduce the deficit, spend more on programs, or return surplus to the people in the form of tax relief?",2.0,2.0,0.0
Edwin Newman,Governor Carter.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Jimmy Carter,"Well, Mr. Ford takes the uh – same attitude that the Republicans always take. In the last three months before an election, theyre always for the programs that they always fight the other three- and- one- half years. Uh – I remember when uh – Herbert Hoover was against uh – jobs for people. I remember when Alf Landon was against Social Security and uh – later President Nixon, sixteen years ago, was telling the public that John Kennedys proposals would bankrupt the country and would double the cost. The best thing to do is to look at the record uh – of Mr. Fords Administration and Mr. Nixons before his. Uh – we had last year a $65 billion deficit – the largest deficit in the history of our country – more of a deficit spending than we had in the entire eight- year period under President Johnson and President Kennedy. Weve got five hundred thousand more Americans out of jobs today than were out of work three months ago and since Mr. Fords been in office two years, weve had a 50 percent increase in unemployment from five million people out of work to two and a half million more people out of work and a total of seven and a half million. Weve also got uh – a comparison between himself and Mr. Nixon. Hes got four times the size of the deficits that Mr. Nixon even had himself. This uh – talking about more people at work – uh is distorted because with a 14 percent increase in the cost of living in the last uh – two years, it means that – that women and young people have had to go to work when they didnt want to because their fathers didnt make enough to pay the increased cost of uh – food and uh housing and clothing. We have uh – in this last uh two years alone a hundred and twenty billion dollars total deficits under President Ford and uh – at the same time weve had, in the last eight years, a doubling in the number of bankruptcies for small business; weve had a negative growth in our – in our national economy measured in real dollars. The take- home pay of a worker in this country is actually less now than it was in 1968 – measured in real dollars. This is the kind of record thats there and talk about the future and a drastic change or conversion on the part of Mr. Ford as of last minute is one that just doesnt go.",Pres,1976,1976-09-23,1,,,,,,,Democratic,,,,1.0
Edwin Newman,Mr. Reynolds.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Frank Reynolds,"Governor Carter, Id like to turn uh – to what we used to call the energy crisis. Yesterday a British uh – government commission on air pollution, but one headed by a nuclear physicist, recommended that any further expansion of nuclear energy be delayed in Britain as long as possible. Now this is a subject that is quite controversial among our own people and there seems to be a clear difference between you and the President on the use of nuclear power plants, which you say you would use as a last priority. Why, sir, are they unsafe?",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Jimmy Carter,"Well among my other experiences in the past, Ive – Ive been a nuclear engineer, and did graduate work in this field. I think I know the – the uh capabilities and limitations of atomic power. But the energy – uh policy of our nation is one that uh has not yet been established under this administration. I think almost every other developed nation in the world has an energy policy except us. We have seen uh – the Federal Energy Agency established, for instance. Uh – in the crisis of 1973 it was supposed to be a temporary agency, uh now its permanent, its enormous, its growing every day. I think the Wall Street Journal uh reported not too long ago they have a hundred and twelve public relations experts working for the Federal Energy Agency to try to justify to the American people its own existence. Weve got to have a – a firm way to handle the energy question. The reorganization proposal that I have put forward is one uh first step. In addition to that, we need to have – uh a realization that weve got uh about thirty- five years worth of oil left in the whole world. Were gonna run out of oil. When Mr. Nixon made his famous uh speech on Operation Independence we were importing about 35 percent of our oil. Now weve increased that amount 25 percent. We now import about 44 percent of our oil. We need to shift from oil to coal. We need to concentrate our research and development effort on uh coal burning and extraction, with safer mines, but also its clean burning. We need to shift very strongly toward solar energy and have strict conservation measures. And then as a last resort only, continue to use atomic power. I would certainly uh – not cut out atomic power altogether. We cant afford to give up that opportunity until later. But to the extent that we continue to use atomic power, I would be responsible as president to make sure that the safety precautions were initiated and maintained. For instance, some that have been forgotten; we need to have the reactor core – below ground level, the entire power plant that uses atomic uh – power tightly sealed and a heavy – heavy vacuum maintained. There ought to be a standardized design. There ought to be a full- time uh – atomic energy specialist, independent of the power company in the control room, full time, twenty- four hours a day, to shut down a plant if an abnormality develops. These kinds of uh – procedures, along with evacuation procedures, adequate insurance, ought to be initiated. So, shift from oil to coal, emphasize research and development on coal use and also on solar power, strict conservation measures, not yield every time that the special interest groups uh – put pressure on the president like uh this administration has done, and use atomic energy only as a last resort with the strictest possible safety precautions. Thats the best overall energy policy in the brief time we have to discuss it.",Pres,1976,1976-09-23,1,What should the United States' energy policy focus on in order to ensure safety and sustainability?,"Governor Carter, Id like to turn uh – to what we used to call the energy crisis. Yesterday a British uh – government commission on air pollution, but one headed by a nuclear physicist, recommended that any further expansion of nuclear energy be delayed in Britain as long as possible. Now this is a subject that is quite controversial among our own people and there seems to be a clear difference between you and the President on the use of nuclear power plants, which you say you would use as a last priority. Why, sir, are they unsafe?",0.8836137056,0.9121787548,0.7443375587,0.4987231195,Democratic,Why do you consider nuclear power plants unsafe?,3.0,2.0,1.0
Frank Reynolds,"Well Governor, on that same subject, would you require mandatory conservation efforts to try to conserve fuel?",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Jimmy Carter,"Yes, I would. Some of the things that can be done about this is a change in the rate structure of electric power companies. We uh – now encourage people to waste electricity, and uh – by giving uh – the lowest rates to the biggest users. We dont do anything to cut down on peak load requirements. We dont have an adequate requirement for the insulation of homes, for the efficiency of automobiles. And whenever the uh – automobile manufacturers come forward and say they cant meet the uh – amendments that the Congress has put forward, this Republican administration has delayed the implementation dates. In addition to that, we ought to have a – a shift toward the use of coal, particularly in the Appalachian regions where the coal is located. A lot of uh – very high quality, low- carbon coal, uh – low- sulfur coal is there, its where our employment is needed. Uh – this would – would help a great deal. So mandatory conservation measures – yes. Encouragement by the president for people to uh voluntarily conserve – yes. And also the private sector ought to be encouraged to – to bring forward to the public the benefits from efficiency. One bank in uh – Washington, fo- for instance, gives lower interest loans for people who adequately insulate their homes or who buy efficient automobiles. And some major uh – uh – manufacturing companies, like Dow Chemical, have through uh – very effective efficiency mechanism cut down the use of energy by uh – as much as 40 percent with the same out- product. These kinds of things uh – ought to be done, uh they ought to be encouraged and supported, and even required uh by the government, yes.",Pres,1976,1976-09-23,1,What strategies should be implemented to promote energy conservation and efficiency in the United States?,"Well Governor, on that same subject, would you require mandatory conservation efforts to try to conserve fuel?",0.8857387304,0.9105641842,0.7843539119,0.578019619,Democratic,Would you require mandatory conservation efforts to conserve fuel?,3.0,2.0,1.0
Edwin Newman,President Ford.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Gerald Ford,"Governor Carter skims over a very serious and a very broad subject. In January of uh – 1975 I submitted to the Congress and to the American people the first comprehensive energy program recommended by any president. It called for an increase in the production of energy in the United States. It called for uh – conservation measures so that we would save the energy that we have. If youre going to increase domestic oil and gas production – and we have to – you have to give those producers an opportunity to uh – develop their land or their wells. I recommended to the Congress that we should increase production in this country from six hundred million tons a year to twel- a- a billion two hundred million tons by 1985. In order to do that we have to improve our extraction of coal from the ground; we have to improve our utilization of coal – make it more efficient, make it cleaner. In addition we uh – have to expand our research and development. In my program for energy independence we have increased, for example, solar energy research from about $84 million a year to about a hundred and twenty million dollars a year. Were going as fast as the experts say we should. In nuclear power we have increased the research and development, uh – under the Energy Research and Development Agency uh – very substantially, to insure that our ener- uh – nuclear power plants are safer, that they are more efficient, and that we have adequate safeguards. I think you have to have greater oil and gas production, more coal production, more nuclear production, and in addition you have to have energy conservation.",Pres,1976,1976-09-23,1,,,,,,,Republican,,,,0.0
Edwin Newman,Mr. Gannon.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
James Gannon,"Mr. President, Id like to return for a moment to this problem of unemployment. You have vetoed or threatened to veto number of job bills passed or uh – in development in the Democratic Congress – Democratic- controlled Congress. Yet at the same time the government is paying out, uh – I think it is $17 billion, perhaps $20 billion a year in unemployment compensation caused by the high unemployment. Why do you think it is better to pay out unemployment compensation to idle people than to put them to work in public service jobs?",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Gerald Ford,"The bills that I vetoed, the one for an additional $6 billion, was not a bill that would have solved our unemployment problems. Even the proponents of it admitted that no more than four hundred thousand jobs would be uh – made available. Our analysis indicates that something in the magnitude of about one hundred fifty to two hundred thousand jobs would uh – be made available. Each one of those jobs wouldve cost the taxpayers $25 thousand. In addition, the jobs would not be available right now. They would not have materialized for about nine to eighteen months. The immediate problem we have is to stimulate our economy now so that we can get rid of unemployment. What we have done is to hold the lid on spending in an effort to reduce the rate of inflation. And we have proven, I think very conclusively, that you can reduce the rate of inflation and increase jobs. For example, as I have said, we have added some four million jobs in the last seventeen months. We have now employed eighty- eight million people in America, the largest number in the history of the United States. Weve added five hundred thousand jobs in the last two months. Inflation is the quickest way to destroy jobs. And by holding the lid on federal spending we have been able to do an- a good job, an affirmative job in inflation and as a result have added to the jobs in this country. I think its uh – also appropriate to point out that through our tax policies we have stimulated uhh – added employment throughout the country, the investment tax credit, the tax incentives for expansion and modernization of our industrial capacity. Its my – my opinion that the private sector, where five out of six jobs are, where you have permanent jobs, with the opportunity for advancement, is a better place than make- work jobs under the program recommended by the Congress.",Pres,1976,1976-09-23,1,What is the rationale behind vetoing a bill for additional funding aimed at addressing unemployment?,"Mr. President, Id like to return for a moment to this problem of unemployment. You have vetoed or threatened to veto number of job bills passed or uh – in development in the Democratic Congress – Democratic- controlled Congress. Yet at the same time the government is paying out, uh – I think it is $17 billion, perhaps $20 billion a year in unemployment compensation caused by the high unemployment. Why do you think it is better to pay out unemployment compensation to idle people than to put them to work in public service jobs?",0.8952261209,0.9364101291,0.8060709238,0.4239879251,Republican,Why do you think it is better to pay out unemployment compensation than to put people to work in public service jobs?,3.0,3.0,0.0
James Gannon,"Just to follow up, Mr. President; the – the Congress has just passed a three point seven billion dollar appropriation bill which would provide money for the public works jobs program that you earlier tried to kill by your veto of the authorization legislation. In light of the fact that uh – unemployment again is rising – or has in the past three months – I wonder if you have rethought that question at all; whether you would consider uh – allowing this program to be funded, or will you veto that money bill?",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Gerald Ford,"Well, that bill has not yet come down to the Oval Office, so I am not in a position to make any judgment on it tonight. But that is an extra $4 billion that would uh – add to the deficit which would add to the inflationary pressures, which would help to destroy jobs in the private sector – not make jobs, where the jobs really are. These make- work, temporary jobs – dead end as they are – are not the kind of jobs that we want for our people. I think its interesting to point out that uh – in the uh – two years that Ive been president Ive vetoed fifty- six bills. Congress has sustained forty- two vetoes. As a result, we have saved over $9 billion in federal expenditures. And the Congress by overriding the bills that I did veto, the Congress has added some $13 billion to the federal expenditures and to the federal deficit. Now Governor Carter complains about the deficits that uh – uh – this administration has had. And yet he condemns the vetoes that I have made that has – that have saved the taxpayer $9 billion and could have saved an additional $13 billion. Now he cant have it both ways. And therefore, it seems to me that we should hold the lid, as we have, to the best of our ability so we can stimulate the private economy and get the jobs where the jobs are – five out of six in this economy.",Pres,1976,1976-09-23,1,What is the impact of proposed spending increases on the federal deficit and job creation in the private sector?,"Just to follow up, Mr. President; the – the Congress has just passed a three point seven billion dollar appropriation bill which would provide money for the public works jobs program that you earlier tried to kill by your veto of the authorization legislation. In light of the fact that uh – unemployment again is rising – or has in the past three months – I wonder if you have rethought that question at all; whether you would consider uh – allowing this program to be funded, or will you veto that money bill?",0.8491569757,0.9104828835,0.7492127419,0.5136013031,Republican,"Will you allow the public works jobs program to be funded, or will you veto the appropriation bill?",3.0,2.0,0.0
Edwin Newman,Governor Carter.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Jimmy Carter,"Well, Mr. Ford doesnt seem to put into perspective the fact that when – when uh five hundred thousand more people are out of work than there were three months ago, while we have two and a half million more people out of work than were when he took office, that this touches human beings. I was in uh – a city in uh – Pennsylvania not too long ago, near here, and uh – there were about four or five thousand people in the audience – it was on a – on a train trip. And I said, “How many uh – adults here are out of work? ” About a thousand raised their hands. Mr. Ford uh – actually has fewer people now in the private sector in non- farm jobs than when he took office. And still he talks about – uh success. Seven point nine percent unemployment is a terrible tragedy in this country. He says hes learned how to match unemployment with inflation. Thats right. Weve got the highest inflation weve had in twenty- five years right now, except under this administration, and that was fifty years ago. And weve got uh – the highest unemployment weve had uh – under Mr. Fords administration, since the Great Depression. This affects human beings, and – and his insensitivity in providing those people a chance to work has made this a welfare administration, and not a work administration. He hasnt saved $9 billion with his vetoes. Theres only been uh – a net savings of $4 billion. And the cost in unemployment compensation, welfare compensation, and lost revenues has increased $23 billion in the last two years. This is a – a typical attitude that really causes havoc in peoples lives, and then its covered over by saying that our country has naturally got a 6 percent unemployment rate, or 7 percent unemployment rate and a 6 percent inflation. Its a travesty. It shows a lack of leadership. And weve never had a president since the War between the States that vetoed more bills. Mr. Ford has vetoed four times as many bills as Mr. Nixon – per year. And eleven of em have been overridden. One of his bills that was overridden – he only got one vote in the Senate and seven votes in the House, from Republicans.",Pres,1976,1976-09-23,1,,,,,,,Democratic,,,,1.0
Edwin Newman,Governor Carter. So this shows a breakdown in leadership.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Edwin Newman,"Under the rules, I must stop you there. And Mrs. Drew.",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Elizabeth Drew,"Governor Carter, Id like to come back to the subject of taxes. You have said that you want to cut taxes for the middle and lower income groups.",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Jimmy Carter,Right.,Pres,1976,1976-09-23,1,,,,,,,Democratic,,,,1.0
Elizabeth Drew,"But unless youre willing to do such things as reduce the itemized deductions for charitable contributions or home mortgage payments, or interest, or taxes, or capital gains, you cant really raise sufficient revenue to provide an overall tax cut of any size. So how are you gonna provide that tax relief that youre talking about?",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Jimmy Carter,"Now we have uh such a grossly unbalanced tax system – as I said earlier, that it is a disgrace – ah of all the tax – benefits now, 25 percent of em go to the 1 percent of the richest people in this country. Over 50 percent – 53 to be exact – percent of the tax benefits go to the 14 percent richest people in this country, and weve had a 50 percent increase in payroll deductions since Mr. Nixon went in office eight years ago. Mr. Ford has – has advocated since hes been in office over $5 billion in reductions for corporations, special interest groups, and the very, very wealthy who derive their income – not from labor – but from investments. Thats got to be changed. A few things that can be done; we have now a deferral system so that the multinational corporations who invest overseas – if they make a million dollars in profits overseas – they dont have to pay any of their taxes unless they bring their money back into this country. When they dont pay their taxes, the average American pays the taxes for them. Not only that, but it robs this country of jobs, because instead of coming back with that million dollars and creating a shoe factory, say in New Hampshire or Vermont, if the company takes the money down to Italy and – and builds a shoe factory, they dont have to pay any taxes on the money. Another thing is a system called DISC which was originally designed, proposed by Mr. Nixon, to encourage exports. This permits a company to create uh – a dummy corporation, to export their products, and then not to pay the full amount of taxes on them. This costs our uh – government about uh – $1. 4 billion a year. And when those rich corporations dont pay that tax, the average American taxpayer pays it for em. Another one thats uh – thats very important is the uh – is the business deductions, uh – jet airplanes, uh – first class travel, the fifty- dollar martini lunch. The average working person cant – uh – cant take advantage of that, but the – the wealthier people – uh can. Uh – another system is where uhh – a dentist can invest money in say, raising cattle and uh – can put in a hundred thousand dollars of his own money, borrow nine hundred thousand dollars – nine hundred mi- thousand dollars – that makes a million – and mark off a great amount of uh – of loss uh – through that procedure. Uh – there was one example, for instance, where uh – somebody uh – produced pornographic movies. They put in $30 thousand of their own money and got a hundred and twenty thousand dollars in tax savings. Well, these special kinds of programs have – have robbed the average taxpayer and have benefited those who are powerful, and who can employ lobbyists, and who can have their CPAs and their lawyers to help them benefit from the roughly uh – eight thousand pages of the tax code. The average uh American person cant do it. You cant hire a lobbyist uh out of unemployment compensation checks.",Pres,1976,1976-09-23,1,What changes are needed to create a fairer tax system that benefits the average American taxpayer?,"But unless youre willing to do such things as reduce the itemized deductions for charitable contributions or home mortgage payments, or interest, or taxes, or capital gains, you cant really raise sufficient revenue to provide an overall tax cut of any size. So how are you gonna provide that tax relief that youre talking about?",0.8911620378,0.9044587016,0.7428414822,0.4538296759,Democratic,How are you gonna provide that tax relief that you're talking about?,3.0,3.0,1.0
Elizabeth Drew,"Ah – Governor, to follow up on your answer. Uh – in order for any kind of tax relief to really be felt by the middle and lower- income people",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Jimmy Carter,"Yes. You need about, according to Congressional committees on this, you need about $10 billion. Now you listed some things – the uh – deferral on foreign income as estimated; that would save about $500 million. DISC, you said, was about 1. 4 billion. uh – The estimate of the outside, if you eliminated all tax shelters, is 5 billion. So where else would you raise the revenue to provide this tax relief – would you, in fact, do away with all business deductions, and what other kinds of preferences would you do away with?",Pres,1976,1976-09-23,1,,,,,,,Democratic,,,,1.0
Jimmy Carter,"No, I wouldnt do away with all – uh business deductions. I think that would be a – a very serious mistake. But uh – if – if you could just do away with the ones that are unfair, you could lower taxes for everyone. I would never do anything that would increase the taxes for those who work for a living, or who are presently required to list all their income. What I wanna do is not to raise taxes, but to eliminate loopholes. And this is uh – the point of my first statistics that I gave you – that – that the present tax benefits that have been carved out over a long period of years – fifty years – by sharp tax lawyers and by lobbyists have benefited just the rich. These programs that I described to you earlier – the tax deferrals for overseas, the DISC, and the tax shelters, uh – they only apply to people in the $50 thousand- a- year bracket or up, and I think this is the very best way to approach it. Its to make sure that everybody pays taxes on the income that they earn and make sure that you take whatever savings there is from the higher income levels and give it to the lower- and middle- income families.",Pres,1976,1976-09-23,1,,,,,,,Democratic,,,,1.0
Edwin Newman,President Ford.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Gerald Ford,"Governor Carters answer tonight does not coincide with the answer that he gave in an interview to the Associated Press a week or so ago. In that interview uh – Governor Carter indicated that uh – he would raise the taxes on those in the medium or middle- income brackets or higher. Now if you uh – take the medium or middle- income taxpayer – thats about $14 thousand per person – uh – Governor Carter has indicated, publicly, in an interview that he would increase the taxes on about 50 percent of the working people of this country. I think uh – the way to get tax equity in this country is to give tax relief to the middle- income people who have an income from roughly $8 thousand up to twenty- five or thirty thousand dollars. They have been short- changed as we have taken ten million taxpayers off the tax rolls in the last eight years, and as we have uh – added to the minimum tax uh – provision to make all people pay more taxes. I believe in tax equity for the middle- income taxpayer, increasing the personal exemption. Mr. Carter wants to increase taxes for roughly half of the taxpayers of this country. Now, the Governor has also played a little fast and loose with the facts about vetoes. The records show that President Roosevelt vetoed an average of fifty- five bills a year. President Truman vetoed on the average, while he was president, about thirty- eight bills a year. I understand that Governor Carter, when he was Governor of Georgia, vetoed between thirty- five and forty bills a year. My average in two years is twenty- six. But in the process of that we have saved uhh – $9 billion. And one final comment, uh – Governor Carter talks about the tax bills and all of the inequities that exist in the present law. I must remind him the Democrats have controlled the Congress for the last twenty- two years and they wrote all the tax bills.",Pres,1976,1976-09-23,1,,,,,,,Republican,,,,0.0
Edwin Newman,Mr. Reynolds.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Frank Reynolds,"I suspect that uhh – we could continue on this tax argument for some time. But Id like to move on to another area. Mr. President, uh everybody seems to be running against Washington this year. And Id like to raise two coincidental events and ask you whether you think perhaps this may have a bearing on the attitude throughout the country. The House Ethics Committee has just now ended its investigation of Daniel Schorr, after several months and many thousands of dollars, trying to find out how he obtained and caused to be published a report of the Congress that probably is the property of the American people. At the same time. the Senate Select Committee on Standards and Conduct has voted not really to begin an investigation of a United States senator because of allegations against him that he may have been receiving corporate funds illegally over a period of years. Do you suppose, sir, that events like this contribute to the feeling in the country that maybe theres something wrong in Washington, and I dont mean just in the executive branch but throughout the whole government?",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Gerald Ford,"There is a considerable anti- Washington feeling throughout the country. But I think the feeling is misplaced. In the last two years, we have restored integrity in the White House, and weve set high standards in the executive branch of the government. The anti- Washington feeling, in my opinion, ought to be focused on the Congress of the United States. For example, this Congress, very shortly, will spend a billion dollars a year for its housekeeping, its salaries, its expenses and the like. It – the next Congress will probably be the first billion- dollar Congress in the history of the United States. I dont think the American people are getting their moneys worth from the majority party that run this Congress. We, in addition, see that uh – in the last uh – four years the number of employees hired by the Congress has gone up substantial- uh much more than uh – the gross national product, much more than any other increase throughout our society. Congress is hiring people by the droves, and the cast as a result has gone up. And I dont see any improvement in the performance of the Congress under the present leadership. So it seems to me instead of the anti- Washington feeling being aimed at everybody in Washington, it seems to me that the focus should be where the problem is, which is the Congress of the United States, and particularly the majority in the Congress. They spend too much money on themselves. They have too many employees. Theres some question about their morality. It seems to me that in this election, the focus should not be on the executive branch but the corrections should come as the voters vote for their members of the House of Representatives or for their United States senator. Thats where the problem is and I hope therell be some corrective action taken so we can get some new leadership in the Congress of the United States.",Pres,1976,1976-09-23,1,"What is the main source of the anti-Washington sentiment, and where should it be directed to address current issues in government?","I suspect that uhh – we could continue on this tax argument for some time. But Id like to move on to another area. Mr. President, uh everybody seems to be running against Washington this year. And Id like to raise two coincidental events and ask you whether you think perhaps this may have a bearing on the attitude throughout the country. The House Ethics Committee has just now ended its investigation of Daniel Schorr, after several months and many thousands of dollars, trying to find out how he obtained and caused to be published a report of the Congress that probably is the property of the American people. At the same time. the Senate Select Committee on Standards and Conduct has voted not really to begin an investigation of a United States senator because of allegations against him that he may have been receiving corporate funds illegally over a period of years. Do you suppose, sir, that events like this contribute to the feeling in the country that maybe theres something wrong in Washington, and I dont mean just in the executive branch but throughout the whole government?",0.9145975113,0.9307234883,0.7856222391,0.4163210392,Republican,Do you suppose that events like the House Ethics Committee's investigation of Daniel Schorr and the Senate Select Committee's decision not to investigate a senator contribute to the feeling in the country that something is wrong in Washington?,3.0,3.0,0.0
Frank Reynolds,"Mr. President, if I may follow up. Uh – I think youve made it plain that you take a dim view of the uh – majority in the Congress. Isnt it quite likely, sir, that you will have a Democratic Congress in the next session, if you are elected president? And hasnt the country uh – a right to ask whether you can get along with that Congress, or whether well have continued confrontation?",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Gerald Ford,"Well, It seems to me that uh – we have a chance – the Republicans – to get a majority in the House of Representatives. We will make some gains in the United States Senate. So there will be different ratios in the House, as well as in the Senate, and as president I will be able to uh – work with that Congress. But let me take the other side of the coin, if I might. Supposing we had – had a Democratic Congress for the last two years and wed had uh – Governor Carter as President. He has, in effect, said that he would agree with all of – he would disapprove of the vetoes that I have made, and would have added significantly to expenditures and the deficit in the federal government. I think it would be contrary to one of the basic concepts in our system of government – a system of checks and balances. We have a Democratic Congress today, and fortunately weve had a Republican president to check their excesses with my vetoes. If we have a Democratic Congress next year, and a president who wants to spend an additional one hundred billion dollars a year, or maybe two hundred billion dollars a year, with more programs, we will have in my judgment, greater deficits with more spending, more dangers of inflation. I think the American people want a Republican president to check on any excesses that come out of the next Congress, if it is a Democratic Congress.",Pres,1976,1976-09-23,1,How would a Republican president help prevent excessive spending and deficits if a Democratic Congress is elected?,"Mr. President, if I may follow up. Uh – I think youve made it plain that you take a dim view of the uh – majority in the Congress. Isnt it quite likely, sir, that you will have a Democratic Congress in the next session, if you are elected president? And hasnt the country uh – a right to ask whether you can get along with that Congress, or whether well have continued confrontation?",0.8797494173,0.9285371304,0.8577919602,0.4354870319,Republican,Can you get along with a Democratic Congress if elected president?,2.0,3.0,0.0
Edwin Newman,Governor Carter.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Jimmy Carter,"Well, its not a matter of uh – Republican and Democrat. Its a matter of leadership or no leadership. President Eisenhower worked with a Democratic Congress very well. Even President Nixon, because he was a strong leader at least, worked with a Democratic Congress very well. Uh – Mr. Ford has vetoed, as I said earlier, four times as many bills per year as Mr. Nixon. Mr. Ford quite often puts forward a program just as a public relations stunt, and never tries to put it through the Congress by working with the Congress. I think under presidents For- uh – Nixon and Eisenhower they passed about 60 to 75 percent of their legislation. This year Mr. Ford will not pass more than 26 percent of all the legislative proposals he puts forward. This is government by stalemate, and weve seen almost a complete breakdown in the proper relationship between the president, who represents this country, and the Congress, who collectively also represent this country. Weve had uh – Republican presidents before whove tried to run against a Democratic – uh Congress. And I dont think its uh – the Congress is Mr. Fords opponent; but if uh – if – if he insists that uh – that I be responsible for the Democratic Congress, of which Im – have not been a part, then I think its only fair that he be responsible for the Nixon administration in its entirety, of which he was a part. That, I think, is a good balance. But the point is, that – that a president ought to lead this country. Mr. Ford, so far as I know, except for avoiding another Watergate, has not accomplished one single major program for this country. And theres been a constant squabbling between the president and the Congress, and thats not the way this country ought to be run. I might go back to one other thing. Mr. Ford has uh – misquoted an AP uh – news story that was in error to begin with. That story reported several times that I would lower taxes for low and middle- income families and uh – that correction was delivered to the White House and I am sure that the president knows about this uh – correction, but he still insists uh – on repeating an erroneous statement.",Pres,1976,1976-09-23,1,,,,,,,Democratic,,,,1.0
