speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert,party,question_clean,qud_answer_fit,qud_question_fit
Joe Biden,"I laid out back in March exactly what we should be doing. And I laid out again in July what we should be doing. We should be providing all the protective gear possible. We should be providing the money the House has passed in order to be able to go out and get people the help they need to keep their businesses open. Open schools, it cost a lot of money. You should get out of your bunker and out of the sand trap and your golf course and go in the Oval Office and bring together the Democrats and Republicans and fund what needs to be done now to save lives. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,So if would have listened to you,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Wait, you have 2 minutes, sir. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"If we would've listened to you, the country would've been left wide open, millions of people would've died, not 200, 000. And one person is too much. It's China's fault. It should've never happened. They stopped it from  going in, but it was China's fault. And by the way when you talk about numbers, you don't know how many people died in China, you don't know how many people died in Russia, you don't know how many people died in India - - they don't exactly give you straight counts, just so you understand. But if you look at what we've done, I closed it and you said he's xenophobic; he's a racist and he's xenophobic because you didn't think ",Pres,2020,2020-09-29,1,What impact did the decision to close borders have on the spread of the virus and the number of deaths in the United States compared to other countries?,"So my question to you, is you have refused in the past to talk about it. Are you willing to tell the American people tonight whether or not you will support either ending the filibuster, or packing the court ",0.8697831035,0.9198815823,0.6979372501,0.1657743603,Republican,Are you willing to tell the American people whether or not you will support ending the filibuster or packing the court?,1,1
Joe Biden,That's unrelated to your,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,should have closed our country.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,(Inaudible) it's his two minutes.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"You didn't think we should have closed our country because you thought it was too - - it was terrible. You wouldn't have closed it for another two months. By my doing it early, in fact, Dr. Fauci said President Trump saved thousands of lives. Many of your Democrat governors said President Trump did a phenomenal job. We worked with the governor - - oh, really? Go take a look. Their governors said I did a phenomenal job. Most of them said that. In fact, people that would not be necessarily on my side said that, "" President Trump did a phenomenal job. "" We did. We got the gowns; we got the masks; we made the ventilators. You wouldn't have made ventilators. And now we're weeks away from a vaccine. We're doing therapeutics already. Fewer people are dying when they get sick. Far fewer people are dying. We've done a great job. The only thing I haven't done a good job - - and that's because of the fake news. No matter what you say to them, they give you bad press on it. It's just fake news. They give you good press; they give me bad press, because that's the way it is, unfortunately. But let me just tell you something - - I don't care; I've gotten used to it - - but I'll tell you, Joe, you could never have done the job that we did. You don't have it in your blood. You could have never done that job. ",Pres,2020,2020-09-29,1,What is the basis for the claim that President Trump handled the pandemic response effectively compared to his opponents?,"So my question to you, is you have refused in the past to talk about it. Are you willing to tell the American people tonight whether or not you will support either ending the filibuster, or packing the court ",0.8740645647,0.9015711546,0.6983087063,0.1248331368,Republican,Will you support either ending the filibuster or packing the court?,2,1
Joe Biden,I know how to do the job. I know how to get the job done.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Well, you didn't do very well in swine flu. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,And,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"H1N1, you were a disaster. Your own chief of staff said ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Fourteen thousand,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,you were a disaster.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"Fourteen thousand people died, not 200, 000. There was no economic recession. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Let - - sir, you ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Far less,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,You made a point. Let him answer it.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"And there was no one - - there was no - - we didn't shut down the economy. This is his economy that's being - - he shut down. The reason it's shut down is because, look, you folks at home, how many of you got up this morning and had an empty chair at the kitchen table because someone died of COVID? How many of you are in a situation where you lost your mom or dad and you couldn't even speak to them; you had a nurse holding a phone up so you could in fact say goodbye? ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,You would have lost far more people.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,How many people,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Far more people.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,That is,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,And you would have been months late.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,And - - and by the way,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Joe Biden,"  your own - - his own - - his own CDC director says we could lose as many as another 200, 000 people between now and the end of the year. And he held it up and he said, "" If we just wear a mask, we can save half those numbers"" - - just a mask. And by the way, in terms of the whole notion of a vaccine, we're for a vaccine, but we - - I don't trust him at all, nor do you. I know you don't. What we trust is a scientist. We trust Dr. Fauci. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"You don't trust Johnson and Johnson, Pfizer? ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"We - - and, by the way ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Gentlemen - - gentlemen, let me move on to questions about the future, because you both have touched on one of the - - two of the questions I'm going to ask. Focusing on the future first, President Trump, you have repeatedly either contradicted or been at odds with some of your government's own top scientists. The week before last, the head of the Centers for Disease Control, Dr. Redfield, said it would be summer before the vaccine would become generally available to the public. You said that he was confused and mistaken. Those were your two words. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Yeah.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"But Dr. Slaoui, the head of your Operation Warp Speed, has said exactly the same thing. Are they both wrong? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Well, I've spoken to the companies and we can have it a lot sooner. It's a very political thing, because people like this would rather make it political then save lives. ",Pres,2020,2020-09-29,1,What are the barriers to speeding up the implementation of measures that could save lives?,"Gentlemen - - gentlemen, let me move on to questions about the future, because you both have touched on one of the - - two of the questions I'm going to ask. Focusing on the future first, President Trump, you have repeatedly either contradicted or been at odds with some of your government's own top scientists. The week before last, the head of the Centers for Disease Control, Dr. Redfield, said it would be summer before the vaccine would become generally available to the public. You said that he was confused and mistaken. Those were your two words. But Dr. Slaoui, the head of your Operation Warp Speed, has said exactly the same thing. Are they both wrong? ",0.9117990732,0.9203696251,0.7875930667,0.2176441848,Republican,Are they both wrong about when the vaccine will become generally available to the public?,3,3
Joe Biden,God.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"It is a very political thing. I've spoken to Pfizer. I've spoken to all of the people that you have to speak to. We have great - - Moderna, Johnson and Johnson, and others. They can go faster than that by a lot. It's become very political because the Left - - or I don't know if I'd call them left, or ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"So you're suggesting that the head of your Operation Warp Speed, Dr. Slaoui ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"I disagree with him. Yeah. No, I disagree with both of them. And he didn't say that. He said it could be there, but it could also be much sooner. I had him in my office two days ago. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"He talked about the summer, sir, before it's generally available, just like Dr. Redfield. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,He said it's a possibility that we'll have the answer before November 1st. It could also be after that.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"I'm talking about when it's generally available, not when ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Well, we're going to deliver it right away. We have the military all set up. Logistically, they're all set up. We have our military that delivers soldiers and they can do 200, 000 a day. They're going to be ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,This is the same man,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,It's all set up.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"  who told you, by Easter, this would be gone away, by the warm weather, it would be gone - - miraculous, like a miracle. And, by the way, maybe you could inject some bleach in your arm and that would take care of it. This is the same man.",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,That was said sarcastically and you know that.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,That was,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,That was said sarcastically.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"And so here's the deal. This man is talking about a vaccine. Every serious - - every serious company is talking about maybe having a vaccine done by the end of the year. But the distribution of that vaccine will not occur until sometime beginning or the middle of next year to get it out, if we get the vaccine, and pray God we will. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Mr. Vice President, I want to pick up ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,You'll have the vaccine sooner than that.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"I want to pick up on this question, though. You say the public can trust the scientists, but they can't trust President Trump. In fact, you said that again tonight. Your running mate, Senator Harris, goes further, saying the public health experts, quote, "" will be muzzled, will be suppressed. "" Given the fact that polls already show that people are concerned about the vaccine and are reluctant to take it, are you and your running mate Senator Harris contributing to that fear? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"No more than the question you just asked him. You pointed out, he puts pressure and disagrees with his own scientists. ",Pres,2020,2020-09-29,1,What is the impact of political pressure on scientific integrity and decision-making?,"I want to pick up on this question, though. You say the public can trust the scientists, but they can't trust President Trump. In fact, you said that again tonight. Your running mate, Senator Harris, goes further, saying the public health experts, quote, "" will be muzzled, will be suppressed. "" Given the fact that polls already show that people are concerned about the vaccine and are reluctant to take it, are you and your running mate Senator Harris contributing to that fear? ",0.8817002177,0.9045086503,0.7120503187,0.2601138949,Democratic,Are you and your running mate Senator Harris contributing to the fear surrounding the vaccine?,2,3
Chris Wallace,But you're saying,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Chris Wallace,Senator Harris is saying you can't trust the scientists.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"No, no, you can trust the scientists. She didn't say that. You can trust the scientists. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,She said that public health experts - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,She did say that.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"- - quote, will be muzzled, will be suppressed. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Yes, well, that's what he's going to try to do. But there's millions of scientists - - there's thousands of scientists out there, like here at this great hospital, that don't work for him. Their job doesn't depend on him. That's not - - they're the people - - they're - - and by the way - - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,We spoke to the scientists that are in charge.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,And by the way - - and - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,They will have the vaccine very soon.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,Just let him finish.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Do you believe for a moment what he's telling you in light of all the lies he's told you about the whole issue relating to COVID? He still hasn't even acknowledged that he knew this was happening, knew how dangerous it was going to be back in February and he didn't even tell you. He's on record as saying it. He panicked or he just looked at the stock market, one of the two. Because guess what, a lot of people died and a lot more are going to die unless he gets a lot smarter, a lot quicker - - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,So - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,Mr. President?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Did you use the word smart? So you went to Delaware State but you forgot the name of your college. You didn't go to Delaware State. You graduated either the lowest or the lowest in your class. Don't ever use the word smart with me. Don't ever use that word.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"Oh, give me a break man. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Because you know what, there's nothing smart about you, Joe. Forty- seven years, you've done nothing. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"Well, let's to - - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"And if you would have had - - let me just tell you something, Joe. If you would have had the charge of what I was put through, I had to close the greatest economy in the history of our country. And by the way, now it's being built again and it's going up fast - - ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"You see, he's - - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"We're going after the economy in the next segment, sir. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,ok.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,It's going up fast - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,ok.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,- - look forward to - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"When it comes to how the virus has been handled so far the two of you have taken very different approaches and this is going to affect how the virus is handled going forward by whichever of you ends up becoming the next president. I want to quickly go through several of those. Reopenings, Vice President Biden, you have been much more reluctant than President Trump about reopening the economy and schools. Why, sir? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Because he doesn't have a plan. If I were running it, I'd know how - - what the plan is. You've got to provide these businesses the ability to have the money to be able to reopen with, the PPE as well as with the sanitation they need. You have to provide them - - ",Pres,2020,2020-09-29,1,What is necessary for businesses to successfully reopen during this crisis?,"When it comes to how the virus has been handled so far the two of you have taken very different approaches and this is going to affect how the virus is handled going forward by whichever of you ends up becoming the next president. I want to quickly go through several of those. Reopenings, Vice President Biden, you have been much more reluctant than President Trump about reopening the economy and schools. Why, sir? ",0.9014945626,0.9118799567,0.7449632287,0.4845079184,Democratic,Why have you been more reluctant than President Trump about reopening the economy and schools?,3,3
Donald Trump,Tell that to Nancy Pelosi.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Will he just shush for a minute?,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Tell it to Nancy Pelosi and Schumer - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,And by the way - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,- - crying Chuck.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"Nancy Pelosi and Schumer, they have a plan. He won't even meet with them. The Republicans won't meet with him in the Senate - - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,ok - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"And he - - and he sits - - he sits in his golf course, and I mean literally, think about it - - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"You probably play more than I do, Joe. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Think about it.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,What about this question about reopening and the fact - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Well, he wants to shut down this country and I want to keep it open - - ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Donald Trump,And we did a great thing by shutting it down - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,He just admitted he shut it down - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Let - - let him finish, sir. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Wait a minute, Joe. Let me shut you down for a second, Joe, just for one second. We want to - - he wants to shut down the country. We just went through it. We had to because we didn't know anything about the disease. Now, we found that elderly people with heart problems and diabetes and different problems are very, very vulnerable. We learned a lot. Young children aren't, even younger people aren't - - we've learned a lot. But he wants to shut it down. More people will be hurt by continuing - - if you look at Pennsylvania - - if you look at certain states that have been shut down, they have Democrat governors all. One of the reasons they shut down is because they want to keep it shut down until after the election on November 3rd - - ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,I want to move onto another subject - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,- - because it's a political thing.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,I want to move onto another subject - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,I've got to respond to that.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,But those states - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,I want to move - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Those states are not doing well that are shut down.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Gentlemen, I want to move onto another subject - - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,I've got to respond to that.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,- - which is masks.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,He wants to shut down the whole country - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"President Trump, you have begun to increasingly question the effectiveness of masks as a disease preventer. And in fact, recently you have cited the issue of - - of waiters touching their masks and touching plates. Are you questioning the efficacy of masks? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"No, I think that masks are ok. You have to understand, if you look - - I mean, I have a mask right here. I put a mask on, you know, when I think I need it. Tonight, as an example, everybody's had a test and you've had social distancing and all of the things that you have to, but - - ",Pres,2020,2020-09-29,1,What is your stance on the use of masks in specific situations?,"President Trump, you have begun to increasingly question the effectiveness of masks as a disease preventer. And in fact, recently you have cited the issue of - - of waiters touching their masks and touching plates. Are you questioning the efficacy of masks? ",0.9554023743,0.926848948,0.8375357389,0.8276643753,Republican,Are you questioning the efficacy of masks?,3,3
Joe Biden,Just like your rallies.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"- - I wear masks when needed. When needed, I wear masks. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"ok, let me ask - - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"I don't have - - I don't wear masks like him. Every time you see him, he's got a mask. He could be speaking 200 feet away from them and he shows up with the biggest mask I've ever seen. I will say - - ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,Vice President - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,- - I look  at like this  - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"- - Vice President Biden, go ahead, sir. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Look, the way to open businesses is give them the wherewithal to be able to open. We provide money that Congress - - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"But I was asking you, sir, about masks. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Well, masks - - masks make a big difference. His own head of the CDC said if we just wore a mask between now - - if they're - - everybody wore a mask and social distanced between now and January, we'd probably save up to 100, 000 lives. It matters. It matters. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,And they've also said the opposite. They've also said the opposite.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,And no - - no serious person said the opposite. No serious person - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,So we'll look at - - look at Dr. Fauci - - Dr. Fauci said the opposite - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,He did not say the opposite.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,I want to ask you - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,He said very strongly - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,- - we've got a little bit longer than a minute left in this segment.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"- - masks are not good. Then, he changed his mind. He said masks are good - - ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,I want to ask - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,I'm ok with masks. I'm not fighting masks.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"I want to ask you both about one last subject because your different approaches has even affected the way that you have campaigned. President Trump, you're holding the large rallies with crowds packed together, thousands of people. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Outside.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Outside. Yes, sir. Agreed. Vice President Biden, you are holding much smaller events with - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Because nobody will show up.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,- - people with masks.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Well it's true. Nobody shows up to his rallies.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"All right. In any case, why are you holding the big rallies? Why you not? You go first, sir. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Because people want to hear what I have to say. I mean -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,(inaudible),Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,But are you not worried about it spreading disease?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"- - I've done a great job as a president and I'll have 25, 000, 35, 000 people show up at airports. We use airports and hangars. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Are you not worried about the disease issue, sir? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"We have a lot of people - - well, so far we have had no problem whatsoever. It's outside. That's a big difference. According to the experts, we do them outside. We have tremendous crowds as you see. I mean, every - - and literally in 24 hours notice, and Joe does the circles and has three people some place. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,ok.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"By the way, did you - - did you - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,Got you.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"_- see one of the last big rallies he had and a reporter came up to him to ask him a question. He said, "" No, no, no. Stand back. Put on your mask. Put on a mask. Have you been tested? "" I'm way - - I'm way far away from those other people. That's what he said. I can't. I'm going to be ok. He's not worried about you. He's not worried about the people out there breathing on one another, cheek to jowl. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,We've had no negative effect.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,No negative effect. Come on.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"We've had no negative effect, and we've had - - ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,Well - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"- - 35, 000, 40, 000 people at these rallies. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,- - you want to just quickly finish up -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,Yes.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,- - because I want to move on to our next question?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Yes, I would. He's been totally irresponsible the way in which he has handled the social distancing and people wearing masks, basically encouraging them not to. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,All right.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,He's been - - he's a fool on this.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"If you could get the crowds, you would have done the same thing, but you can't. Nobody cares. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Gentlemen, can we move on to the - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Nobody cares.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Gentlemen, can we move onto the economy? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Yes.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"The economy is, I think it's fair to say, recovering faster than expected from the shutdown - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Much faster.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"- - in the second quarter. The unemployment rate fell to 8. 4 percent last month. The Federal Reserve says the hit to growth, which is going to be there, is not going to be nearly as big as they had expected. President Trump, you say we are in a V- shaped recovery. Vice President Biden, you say it's more of a K- shape. What difference does that mean to the American people in terms of the economy? President Trump, in this segment you go first. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"So we built the greatest economy in history. We closed it down because of the China plague. When the plague came in, we closed it down, which was very hard psychologically to do. He didn't think we should close it down, and he was wrong. And again, two million people would be dead now instead of - - still 204, 000 people is too much. One person is too much. It should have never happened from China, but what happened is we closed it down and now we're reopening, and we're doing record business. We had 10. 4 million in a four- month period that we've put back into the workforce. That's a record the likes of which nobody's ever seen before, and he wants to close down the - - he will shut it down again. He will destroy this country. You know, a lot of people between drugs and alcohol and depression, when you start shutting it down you take a look at what's happening at some of your Democrat- run states where they have these tough shutdowns, and I'm telling you it's because they don't want to open it. One of them came out last week - - you saw that - - we're going to up on November 9. Why November 9? Because it's after the election. They think they're hurting us by keeping them closed. They're hurting people. People know what to do. They can social distance. They can wash their hands. They can wear masks. They can do whatever they want, but they got to open these states up. When you look at North Carolina, when you look - - and these governors are under siege - - Pennsylvania, Michigan, and a couple of others, you've got to open these states up. It's not fair. You're talking about almost it's like being in prison. And you look at what's going on with divorce, look at what's going on with alcoholism and drugs, it's a very, very sad thing. And he'll close down the whole country. This guy will close down the whole country and destroy our country. Our country is coming back incredibly well, setting records as it does it. We don't need somebody to come in and say let's shut it down. ",Pres,2020,2020-09-29,1,"What impact have the COVID-19 shutdowns had on the economy and mental health, and why is reopening important?","- - in the second quarter. The unemployment rate fell to 8. 4 percent last month. The Federal Reserve says the hit to growth, which is going to be there, is not going to be nearly as big as they had expected. President Trump, you say we are in a V- shaped recovery. Vice President Biden, you say it's more of a K- shape. What difference does that mean to the American people in terms of the economy? President Trump, in this segment you go first. ",0.9470509291,0.9357432127,0.8014652729,0.3097851574,Republican,What difference does the V-shaped recovery versus K-shaped recovery mean to the American people in terms of the economy?,3,3
Chris Wallace,"All right, your two minutes, sir. We're now moved to you. As I - - as I said posing the question, the president says it's a V- shape recovery. You say it's a K- shaped recovery. What's the difference? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
