speaker,text,type,election_year,date,candidate
Barbara Walters,"Thank you. Mr. Barnes, next question. We have time for rebuttal now.",Pres,1984.0,1984-10-07,0.0
Fred Barnes,I think I have a followup.,Pres,1984.0,1984-10-07,0.0
Barbara Walters,"Yes, I asked you if you did. Im sorry — —",Pres,1984.0,1984-10-07,0.0
Fred Barnes,"Yes, I do.",Pres,1984.0,1984-10-07,0.0
Barbara Walters,— — I thought you waived it.,Pres,1984.0,1984-10-07,0.0
Fred Barnes,"Yes, Mr. Mondale, youve complained, just now, about Jerry Falwell, and youve complained other times about other fundamentalists in politics. Correct me if Im wrong, but I dont recall your ever complaining about ministers who are involved in the civil rights movement or in the anti- Vietnam war demonstrations or about black preachers whove been so involved in American politics. Is it only conservative ministers that you object to?",Pres,1984.0,1984-10-07,0.0
Walter Mondale,"No. What I object to — [applause] — what I object to — what I object to is someone seeking to use his faith to question the faith of another or to use that faith and seek to use the power of government to impose it on others. A minister who is in civil rights or in the conservative movement, because he believes his faith instructs him to do that, I admire. The fact that the faith speaks to us and that we are moral people, hopefully, I accept and rejoice in. Its when you try to use that to undermine the integrity of private political — or private religious faith and the use of the state is where — for the most personal decisions in American life — thats where I draw the line.",Pres,1984.0,1984-10-07,1.0
Barbara Walters,"Thank you. Now, Mr. President, rebuttal. THE",Pres,1984.0,1984-10-07,0.0
Ronald Reagan,"Yes, its very difficult to rebut, because I find myself in so much agreement with Mr. Mondale. I, too, want that wall that is in the Constitution of separation of church and state to remain there. The only attacks I have made are on people who apparently would break away at that wall from the government side, using the government, using the power of the courts and so forth to hinder that part of the Constitution that says the government shall not only not establish a religion, it shall not inhibit the practice of religion. And they have been using these things to have government, through court orders, inhibit the practice of religion. A child wants to say grace in a school cafeteria and a court rules that they cant do it because its school property. These are they types of things that I think have been happening in a kind of a secular way that have been eroding that separation, and I am opposed to that. With regard to a platform on the Supreme Court, I can only say one thing about that. I have appointed one member to the Supreme Court; Sandra Day OConnor. Ill stand on my record on that. And if I have the opportunity to appoint any more, Ill do it in the same manner that I did in selecting her.",Pres,1984.0,1984-10-07,1.0
Barbara Walters,"Mr. Mondale, your rebuttal, please.",Pres,1984.0,1984-10-07,0.0
Walter Mondale,"The platform to which the President refers, in fact, calls for a religious test in the selection of judges. And Jerry Falwell says that means we get two or three judges. And it would involve a religious test for the first time in American life. Lets take the example that the President cites. I believe in prayer. My family prays. Weve never had any difficulty finding time to pray. But do we want a constitutional amendment adopted of the kind proposed by the President that gets the local politicians into the business of selecting prayers that our children must either recite in school or be embarrassed and asked to excuse themselves? Who would write the prayer? What would it say? How would it be resolved when those disputes occur? It seems to me that a moments reflection tells you why the United States Senate turned that amendment down, because it will undermine the practice of honest faith in our country by politicizing it. We dont want that.",Pres,1984.0,1984-10-07,1.0
Barbara Walters,"Thank you, Mr. Mondale. Our time is up for this round. We go into the second round of our questioning, begin again with Jim Wieghart. Jim? Political Issues",Pres,1984.0,1984-10-07,0.0
James Wieghart,"After that discussion, this may be like going from the sublime to the ridiculous, but here goes. I have a political question for you, Mr. Mondale. [Laughter] Polls indicate a massive change in the electorate, away from the coalition that has long made the Democratic Party a majority. Blue- collar workers, young professionals, their children, and much of the middle class now regard themselves as Independents or Republican instead of Democrats, and the gap — the edge the Democrats had in party registration seems to be narrowing. Id like to ask you, Mr. Mondale, what is causing this? Is the Democratic Party out of sync with the majority of Americans? And will it soon be replaced as the majority party by the Republicans? What do you think needs to be done about it, as a Democrat?",Pres,1984.0,1984-10-07,0.0
Walter Mondale,"My answer is that this campaign isnt over yet. And when people vote, I think youre going to see a very strong verdict by the American people that they favor the approach that Im talking about. The American people want arms control. They dont want this arms race. And they dont want this deadly new effort to bring weapons into the heavens. And they want an American foreign policy that leads toward a safer world. The American people see this debt, and they know its got to come down. And if it wont come down, the economys going to slow down, maybe go into a recession. They see this tremendous influx and swamping of cheap foreign imports in this country that has cost over 3 million jobs, given farmers the worst year in American history. And they know this debt must come down as well, because its unfair to our children. The American people want this environment protected. They know that these toxic waste dumps should have been cleaned up a long time ago, and they know that peoples lives and health are being risked, because weve had an administration that has been totally insensitive to the law and the demand for the protection of the environment. The American people want their children educated. They want to get our edge back in science, and they want a policy headed by the President that helps close this gap thats widening between the United States and Europe and Japan. The American people want to keep opening doors. They want those civil rights laws enforced. They want the equal rights amendment ratified. They want equal pay for comparable effort for women. And they want it because theyve understood from the beginning that when we open doors, were all stronger, just as we were at the Olympics. I think as you make the case, the American people will increasingly come to our cause.",Pres,1984.0,1984-10-07,1.0
James Wieghart,"Mr. Mondale, isnt it possible that the American people have heard your message — and they are listening — but they are rejecting it?",Pres,1984.0,1984-10-07,0.0
Walter Mondale,"Well, tonight we had the first debate over the deficit. The President says itll disappear automatically. Ive said its going to take some work. I think the American people will draw their own conclusions. Secondly, Ive said that I will not support the cuts in Social Security and Medicare and the rest that the President has proposed. The President answers that it didnt happen or, if it did, it was resolved later in a commission. As the record develops, I think its going to become increasingly clear that what I am saying and where I want to take this country is exactly where the country wants to go, and the comparison of approaches is such that I think will lead to further strength.",Pres,1984.0,1984-10-07,1.0
James Wieghart,"Mr. President, you and your party are benefiting from what appears to be an erosion of the old Democratic coalition, but you have not laid out a specific agenda to take this shift beyond November 6th. What is your program for America for the next decade, with some specificity? THE",Pres,1984.0,1984-10-07,0.0
Ronald Reagan,"Well, again, Im running on the record. I think sometimes Mr. Mondales running away from his. But Im running on the record of what we have asked for. Well continue to try to get things that we didnt get in a program that has already brought the rate of spending of government down from 17 percent to 6. 1 percent, a program of returning authority and autonomy to the local and State governments that has been unjustly seized by the Federal Government. And you might find those words in a Democratic platform of some years ago — I know, because I was a Democrat at that time. And I left the party eventually, because I could no longer follow the turn in the Democratic leadership that took us down an entirely different path, a path of centralizing authority in the Federal Government, lacking trust in the American people. I promised, when we took office, that we would reduce inflation. We have, to one- third of what it was. I promised that we would reduce taxes. We did, 25 percent across the board. That barely held even with — if it did that much — with the gigantic tax increase imposed in 1977. But at least it took that burden away from them. I said that we would create jobs for our people, and we did — 6 million in the last 20 or 21 months. I said that we would become respected in the world once again and that we would refurbish our national defense to the place that we could deal on the world scene and then seek disarmament, reduction of arms, and, hopefully, an elimination of nuclear weapons. We have done that. All of the things that I said we would do, from inflation being down, interest rates being down, unemployment falling, all of those things we have done. And I think this is something the American people see. I think they also know that we had a commission that came in a year ago with a recommendation on education — on excellence in education. And today, without the Federal Government being involved other than passing on to them, the school districts, the words from that commission, we find 35 States with task forces now dealing with their educational problems. We find that schools are extending the curriculum to now have forced teaching of mathematics and science and so forth. All of these things have brought an improvement in the college entrance exams for the first time in some 20 years. So, I think that many Democrats are seeing the same thing this Democrat saw; The leadership isnt taking us where we want to go.",Pres,1984.0,1984-10-07,1.0
James Wieghart,"Mr. President, much of what you said affects the quality of life of many Americans — their income, the way they live, and so forth — but theres an aspect to quality of life that lies beyond the private sector which has to do with our neighborhoods, our cities, our streets, our parks, our environment. In those areas, I have difficulty seeing what your program is and what you feel the Federal responsibility is in these areas of the quality of life in the public sector that affects everybody, and even enormous wealth by one individual cant create the kind of environment that he might like. THE",Pres,1984.0,1984-10-07,0.0
Ronald Reagan,"There are tasks that government legitimately should enforce and tasks that government performs well, and youve named some of them. Crime has come down the last 2 years, for the first time in many, many decades that it has come down — or since weve kept records — 2 consecutive years, and last year it came down the biggest drop in crime that weve had. I think that weve had something to do with that, just as we have with the drug problem nationwide. The environment? Yes, I feel as strongly as anyone about the preservation of the environment. When we took office, we found that the national parks were so dirty and contained so many hazards, lack of safety features, that we stopped buying additional park land until we had rectified this with what was to be a 5- year program — but its just about finished already — a billion dollars. And now were going back to budgeting for additional lands for our parks. We have added millions of acres to the wilderness lands, to the game refuges. I think that were out in front of most — and I see that the red light is blinking, so I cant continue. But Ive got more.",Pres,1984.0,1984-10-07,1.0
Barbara Walters,"Well, youll have a chance when your rebuttal time comes up, perhaps, Mr. President. Mr. Mondale, now its your turn for rebuttal.",Pres,1984.0,1984-10-07,0.0
Walter Mondale,"The President says that when the Democratic Party made its turn, he left it. The year that he decided we had lost our way was the year that John F. Kennedy was running against Richard Nixon. I was chairman of “Minnesotans for Kennedy;” President Reagan was chairman of a thing called “Democrats for Nixon. ” Now, maybe we made a wrong turn with Kennedy, but Ill be proud of supporting him all of my life. And Im very happy that John Kennedy was elected, because John Kennedy looked at the future with courage, saw what needed to be done, and understood his own government. The President just said that his government is shrinking. Its not. Its now the largest peacetime government ever in terms of the take from the total economy. And instead of retreating — instead of being strong where we should be strong, he wants to make it strong and intervene in the most private and personal questions in American life. Thats where government should not be.",Pres,1984.0,1984-10-07,1.0
Barbara Walters,Mr. President? THE,Pres,1984.0,1984-10-07,0.0
Ronald Reagan,"Before I campaigned as a Democrat for a Republican candidate for President, I had already voted for Dwight Eisenhower to be President of the United States. And so, my change had come earlier than that. I hadnt gotten around to reregistering as yet. I found that was rather difficult to do. But I finally did it. There are some other things that have been said here — back, and you said that I might be able to dredge them up. Mr. Mondale referred to the farmers worst year. The farmers are not the victims of anything this administration has done. The farmers were the victims of the double- digit inflation and the 21\1/2\- percent interest rates of the Carter- Mondale administration and the grain embargo, which destroyed our reliability nationwide as a supplier. All of these things are presently being rectified, and I think that we are going to salvage the farmers. As a matter of fact, there has been less than one- quarter of 1 percent of foreclosures of the 270, 000 loans from government that the farmers have.",Pres,1984.0,1984-10-07,1.0
Barbara Walters,"Thank you, Mr. President. Well now turn to Diane Sawyer for her round of questions. Diane? Abortion",Pres,1984.0,1984-10-07,0.0
Dianne Sawyer,"Id like to turn to an area that I think few people enjoy discussing, but that we probably should tonight because the positions of the two candidates are so clearly different and lead to very different policy consequences — and that is abortion and right to life. Im exploring for your personal views of abortion and specifically how you would want them applied as public policy. First, Mr. President. Do you consider abortion murder or a sin? And second, how hard would you work — what kind of priority would you give in your second term legislation to make abortion illegal? And specifically, would you make certain, as your party platform urges, that Federal justices that you appoint be prolife? THE",Pres,1984.0,1984-10-07,0.0
Ronald Reagan,"I have believed that in the appointment of judges that all that was specified in the party platform was that they respect the sanctity of human life. Now, that I would want to see in any judge and with regard to any issue having to do with human life. But with regard to abortion, and I have a feeling that this is — theres been some reference without naming it here in the remarks of Mr. Mondale tied to injecting religion into government. With me, abortion is not a problem of religion, its a problem of the Constitution. I believe that until and unless someone can establish that the unborn child is not a living human being, then that child is already protected by the Constitution, which guarantees life, liberty, and the pursuit of happiness to all of us. And I think that this is what we should concentrate on, is trying — I know there were weeks and weeks of testimony before a Senate committee, there were medical authorities, there were religious — there were clerics there — everyone talking about this matter of prolife. And at the end of all of that, not one shred of evidence was introduced that the unborn child was not alive. We have seen premature births that are now grown- up, happy people going around. Also, there is a strange dichotomy in this whole position about our courts ruling that abortion is not the taking of a human life. In California, sometime ago, a man beat a woman so savagely that her unborn child was born dead with a fractured skull, and the California State Legislature unanimously passed a law that was signed by the then- Democratic Governor — signed a law that said that any man who so abuses a pregnant woman that he causes the death of her unborn child shall be charged with murder. Now, isnt it strange that that same woman could have taken the life of her unborn child, and it was abortion and not murder, but if somebody else does it, thats murder? And it used the term “death of the unborn child. ” So, this has been my feeling about abortion, that we have a problem now to determine — and all the evidence so far comes down on the side of the unborn child being a living human being.",Pres,1984.0,1984-10-07,1.0
Dianne Sawyer,"A two- part followup. Do I take it from what youve said about the platform, then, that you dont regard the language and dont regard in your own appointments, abortion position a test of any kind for justices — that it should be? And also, if abortion is made illegal, how would you want it enforced? Who would be the policing units that would investigate? And would you want the women who have abortions to be prosecuted? THE",Pres,1984.0,1984-10-07,0.0
Ronald Reagan,"The laws regarding that always were State laws. It was only when the Supreme Court handed down a decision that the Federal Government intervened in what had always been a State policy. Our laws against murder are State laws. So, I would think that this would be the point of enforcement on this. As I say, I feel that we have a problem here to resolve. And no one has approached it from that matter. It does not happen that the church that I belong to had that as part of its dogma. I know that some churches do. Now, it is a sin if youre taking a human life. At the same time, in our Judeo- Christian tradition, we recognize the right of taking a human life in self- defense. And therefore, Ive always believed that a mother, if medically it is determined that her life is at risk if she goes through with the pregnancy, she has a right then to take the life of even her own unborn child in defense of her own.",Pres,1984.0,1984-10-07,1.0
Dianne Sawyer,"Mr. Mondale, to turn to you, do you consider abortion a murder or a sin? And bridging from what President Reagan said, he has written that if society doesnt know whether life does — human life, in fact, does begin at conception, as long as there is a doubt, that the unborn child should at least be given the benefit of the doubt and that there should be protection for that unborn child.",Pres,1984.0,1984-10-07,0.0
Walter Mondale,"This is one of the most emotional and difficult issues that could possibly be debated. I think your questions, however, underscore the fact there is probably no way that government should or could answer this question in every individual case and in the private lives of the American people. The constitutional amendment proposed by President Reagan would make it a crime for a woman to have an abortion if she had been raped or suffered from incest. Is it really the view of the American people, however you feel on the question of abortion, that government ought to be reaching into your livingrooms and making choices like this? I think it cannot work, wont work, and will lead to all kinds of cynical evasions of the law. Those who can afford to have them will continue to have them. The disadvantaged will go out in the back alley as they used to do. I think these questions are inherently personal and moral, and every individual instance is different. Every American should be aware of the seriousness of the step. But there are some things that government can do and some things they cannot do. Now, the example that the President cites has nothing to do with abortion. Somebody went to a woman and nearly killed her. Thats always been a serious crime and always should be a serious crime. But how does that compare with the problem of a woman who is raped? Do we really want those decisions made by judges whove been picked because they will agree to find the person guilty? I dont think so, and I think its going in exactly the wrong direction. In America, on basic moral questions we have always let the people decide in their own personal lives. We havent felt so insecure that weve reached for the club of state to have our point of view. Its been a good instinct. And were the most religious people on Earth. One final point; President Reagan, as Governor of California, signed a bill which is perhaps the most liberal proabortion bill of any State in the Union.",Pres,1984.0,1984-10-07,1.0
Dianne Sawyer,"But if I can get you back for a moment on my point, which was the question of when human life begins — a two- part followup. First of all, at what point do you believe that human life begins in the growth of a fetus? And second of all, you said that government shouldnt be involved in the decisions. Yet there are those who would say that government is involved, and the consequence of the involvement was 1. 5 million abortions in 1980. And how do you feel about that?",Pres,1984.0,1984-10-07,0.0
Walter Mondale,"The basic decision of the Supreme Court is that each person has to make this judgment in her own life, and thats the way its been done. And its a personal and private, moral judgment. I dont know the answer to when life begins. And its not that simple, either. Youve got another life involved. And if its rape, how do you draw moral judgments on that? If its incest, how do you draw moral judgments on that? Does every woman in America have to present herself before some judge picked by Jerry Falwell to clear her personal judgment? It wont work. [Applause]",Pres,1984.0,1984-10-07,1.0
Barbara Walters,"Im sorry to do this, but I really must talk to the audience. Youre all invited guests. I know Im wasting time in talking to you, but it really is very unfair of you to applaud — sometimes louder, less loud — and I ask you, as people who were invited here, and polite people, to refrain. We have our time now for rebuttal. Mr. President. THE",Pres,1984.0,1984-10-07,0.0
Ronald Reagan,"Yes. Well, with regard to this being a personal choice, isnt that what a murderer is insisting on, his or her right to kill someone because of whatever fault they think justifies that? Now, Im not capable, and I dont think you are, any of us, to make this determination that must be made with regard to human life. I am simply saying that I believe that thats where the effort should be directed — to make that determination. I dont think that any of us should be called upon here to stand and make a decision as to what other things might come under the self- defense tradition. That, too, would have to be worked out then, when you once recognize that were talking about a life. But in this great society of ours, wouldnt it make a lot more sense, in this gentle and kind society, if we had a program that made it possible for when incidents come along in which someone feels they must do away with that unborn child, that instead we make it available for the adoption? There are a million and a half people out there standing in line waiting to adopt children who cant have them any other way.",Pres,1984.0,1984-10-07,1.0
Barbara Walters,Mr. Mondale.,Pres,1984.0,1984-10-07,0.0
Walter Mondale,"I agree with that, and thats why I was a principal sponsor of a liberal adoption law, so that more of these children could come to term, so that the young mothers were educated, so we found an option, an alternative. Im all for that. But the question is whether this other option proposed by the President should be pursued. And I dont agree with it. Since Ive got about 20 seconds, let me just say one thing. The question of agriculture came up a minute ago. Net farm income is off 50 percent in the last 3 years, and every farmer knows it. And the effect of these economic policies is like a massive grain embargo, which has caused farm exports to drop 20 percent. Its been a big failure. I opposed the grain embargo in my administration. Im opposed to these policies as well.",Pres,1984.0,1984-10-07,1.0
Barbara Walters,"Im sitting here like the great schoolteacher, letting you both get away with things — because one did it, the other one did it. May I ask in the future that the rebuttal stick to what the rebuttal is. And also, foreign policy will be the next debate. Stop dragging it in by its ear into this one. [Laughter] Now, having admonished you, I would like to say to the panel, you are allowed one question and one followup. Would you try, as best you could, not to ask two and three — I know its something we all want to do — two and three questions as part one and two and three as part two. Having said that, Fred, its yours. Federal Taxation",Pres,1984.0,1984-10-07,0.0
Fred Barnes,"Thank you. Mr. Mondale, let me ask you about middle- class Americans and the taxes they pay. Now, Im talking not about the rich or the poor — I know your views on their taxes — but about families earning 25, 000 to 45, 000 a year. Do you think that those families are overtaxed or undertaxed by the Federal Government?",Pres,1984.0,1984-10-07,0.0
Walter Mondale,"In my opinion, as we deal with this deficit, people from about $70, 000 a year on down have to be dealt with very, very carefully, because they are the ones who didnt get any relief the first time around. Under the 1981 tax bill, people making $200, 000 a year got $60, 000 in tax relief over 3 years, while people making $30, 000 a year, all taxes considered, got no relief at all or their taxes actually went up. Thats why my proposal protects everybody from $25, 000 a year or less against any tax increases, and treats those $70, 000 and under in a way that is more beneficial than the way the President proposes with a sales tax or a flat tax. What does this mean in real life? Well, the other day, Vice President Bush disclosed his tax returns to the American people. Hes one of the wealthiest Americans, and hes our Vice President. In 1981 I think he paid about 40 percent in taxes. In 1983, as a result of these tax preferences, he paid a little over 12 percent, 12. 8 percent in taxes. That meant that he paid a lower percent in taxes than the janitor who cleaned up his office or the chauffeur who drives him to work. I believe we need some fairness. And thats why Ive proposed what I think is a fair and a responsible proposal that helps protect these people whove already got no relief or actually got a tax increase.",Pres,1984.0,1984-10-07,1.0
Fred Barnes,"It sounds as if you are saying you think this group of taxpayers making 25, 000 to 45, 000 a year is already overtaxed, yet your tax proposal would increase their taxes. I think your aides have said those earning about 25, 000 to 35, 000, their tax rate would go up — their tax bill would go up a hundred dollars, and from 35, 000 to 45, 000, more than that, several hundred dollars. Wouldnt that stifle their incentive to work and invest and so on, and also hurt the recovery?",Pres,1984.0,1984-10-07,0.0
Walter Mondale,"The first thing is, everybody 25, 000 and under would have no tax increase. Mr. Reagan, after the election, is going to have to propose a tax increase, and you will have to compare what he proposes. And his Secretary of the Treasury said hes studying a sales tax or a value- added tax. Theyre the same thing. They hit middle- and moderate- income Americans and leave wealthy Americans largely untouched. Up until about $70, 000, as you go up the ladder, my proposals will be far more beneficial. As soon as we get the economy on a sound ground as well, Id like to see the total repeal of indexing. I dont think we can do that for a few years. But at some point, we want to do that as well.",Pres,1984.0,1984-10-07,1.0
Fred Barnes,"Mr. President, let me try this on you. Do you think middle- income Americans are overtaxed or undertaxed? THE",Pres,1984.0,1984-10-07,0.0
Ronald Reagan,"You know, I wasnt going to say this at all, but I cant help it. There you go again. [Laughter] I dont have a plan to tax — or increase taxes. Im not going to increase taxes. I can understand why you are, Mr. Mondale, because as a Senator you voted 16 times to increase taxes. Now, I believe that our problem has not been that anybody in our country is undertaxed; its that government is overfed. And I think that most of our people — this is why we had a 25- percent tax cut across the board which maintained the same progressivity of our tax structure in the brackets on up. And, as a matter of fact, it just so happens that in the quirks of administering these taxes, those above $50, 000 actually did not get quite as big a tax cut percentage- wise as did those from 50, 000 down. From 50, 000 down, those people paid two- thirds of the taxes, and those people got two- thirds of the tax cut. Now, the Social Security tax of 77 — this indeed was a tax that hit people in the lower brackets the hardest. It had two features. It had several tax increases phased in over a period of time — there are two more yet to come between now and 1989. At the same time every year, it increased the amount of money — virtually every year, there may have been one or two that were skipped in there — that was subject to that tax. Today it is up to about $38, 000 of earnings that is subject to the payroll tax for Social Security. And that tax, there are no deductions, so a person making anywhere from 10, 15, 20 — theyre paying that tax on the full gross earnings that they have after they have already paid an income tax on that same amount of money. Now, I dont think that to try and say that we were taxing the rich, and not the other way around, it just doesnt work out that way. The system is still where it was with regard to the progressivity, as Ive said, and that has not been changed. But if you take it in numbers of dollars instead of percentage, yes, you could say, well, that person got 10 times as much as this other person. Yes, but he paid 10 times as much, also. But if you take it in percentages, then you find out that it is fair and equitable across the board.",Pres,1984.0,1984-10-07,1.0
Fred Barnes,"I thought I caught, Mr. President, a glimmer of a stronger statement there in your answer than youve made before. I think the operative position you had before was that you would only raise taxes in a second term as a last resort, and I thought you said flatly that “Im not going to raise taxes. ” Is that what you meant to say, that you will not — that you will flatly not raise taxes in your second term as President? THE",Pres,1984.0,1984-10-07,0.0
Ronald Reagan,"Yes, I had used — “last resort” would always be with me. If you got the Government down to the lowest level, that you yourself could say it could not go any lower and still perform the services for the people, and if the recovery was so complete that you knew you were getting the ultimate amount of revenues that you could get through that growth, and there was still some slight difference there between those two lines, then I had said once that, yes, you would have to then look to see if taxes should not be adjusted. I dont foresee those things happening, so I say with great confidence Im not going to go for a tax. With regard to assailing Mr. Bush about his tax problems and the difference from the tax he once paid and then the later tax he paid, I think if you looked at the deductions, there were great legal expenses in there — had to do, possibly, with the sale of his home, and they had to do with his setting up of a blind trust. All of those are legally deductions, deductible in computing your tax, and it was a 1- year thing with him.",Pres,1984.0,1984-10-07,1.0
Barbara Walters,"Mr. Mondale, here we go again. Its time for rebuttal.",Pres,1984.0,1984-10-07,0.0
Walter Mondale,"Well, first of all, I gave him the benefit of the doubt on the house deal. Im just talking about the 12. 8 percent that he paid, and thats whats happening all over this country with wealthy Americans. Theyve got so many loopholes they dont have to pay much in taxes. Now, Mr. President, you said, “There you go again, ” right? THE",Pres,1984.0,1984-10-07,1.0
Ronald Reagan,Yes.,Pres,1984.0,1984-10-07,1.0
Walter Mondale,You remember the last time you said that? THE,Pres,1984.0,1984-10-07,1.0
Ronald Reagan,Mm- hmm.,Pres,1984.0,1984-10-07,1.0
Walter Mondale,"You said it when President Carter said that you were going to cut Medicare, and you said, “Oh, no, there you go again, Mr. President. ” And what did you do right after the election? You went out and tried to cut $20 billion out of Medicare. And so, when you say, “There you go again” — people remember this, you know. [Laughter] And people will remember that you signed the biggest tax increase in the history of California and the biggest tax increase in the history of the United States, and what are you going to do? Youve got a $260 billion deficit. You cant wish it away. You wont slow defense spending; you refuse to do that — —",Pres,1984.0,1984-10-07,1.0
Barbara Walters,"Mr. Mondale, Im afraid your time is up.",Pres,1984.0,1984-10-07,0.0
Walter Mondale,Sorry.,Pres,1984.0,1984-10-07,1.0
Barbara Walters,Mr. President? THE,Pres,1984.0,1984-10-07,0.0
Ronald Reagan,"Yes. With regard to Medicare, no, but its time for us to say that Medicare is in pretty much the same condition that Social Security was, and something is going to have to be done in the next several years to make it fiscally sound. And, no, I never proposed any $20 billion should come out of Medicare; I have proposed that the program we must treat with that particular problem. And maybe part of that problem is because during the 4 years of the Carter- Mondale administration medical costs in this country went up 87 percent.",Pres,1984.0,1984-10-07,1.0
Barbara Walters,All right. Fine. THE,Pres,1984.0,1984-10-07,0.0
Ronald Reagan,I gave you back some of that time. [Laughter],Pres,1984.0,1984-10-07,1.0
Barbara Walters,"We cant keep going back for other rebuttals; therell be time later. We now go to our final round. The way things stand now, we have time for only two sets of questions, and by lot, it will be Jim and Diane. And well start with Jim Wieghart. Social Welfare Programs",Pres,1984.0,1984-10-07,0.0
James Wieghart,"Mr. President, the economic recovery is real, but uneven. The Census Bureau, just a month ago, reported that there are more people living under poverty now, a million more people living under it, than when you took office. There have been a number of studies, including studies by the Urban Institute and other nonpolitical organizations, that say that the impact of the tax and budget cuts and your economic policies have impacted severely on certain classes of Americans — working mothers, head of households, minority groups, elderly poor. In fact, theyre saying the rich are getting richer and the poor are getting poorer under your policies. What relief can you offer to the working poor, to the minorities, and to the women head of households who have borne the brunt of these economic programs? What can you offer them in the future, in your next term? THE",Pres,1984.0,1984-10-07,0.0
Ronald Reagan,"Well, some of those facts and figures just dont stand up. Yes, there has been an increase in poverty, but it is a lower rate of increase than it was in the preceding years before we got here. It has begun to decline, but it is still going up. On the other hand, women heads of household — single women heads of household have — for the first time theres been a turndown in the rate of poverty for them. We have found also in our studies that in this increase in poverty, it all had to do with their private earnings. It had nothing to do with the transfer of payments from government by way of many programs. We are spending now 37 percent more on food for the hungry in all the various types of programs than was spent in 1980. Were spending a third more on all of the — well, all of the programs of human service. We have more people receiving food stamps than were ever receiving them before — 2, 300, 000 more are receiving them — even though we took 850, 000 off the food stamp rolls because they were making an income that was above anything that warranted their fellow citizens having to support them. We found people making 185 percent of the poverty level were getting government benefits. We have set a line at 130 percent so that we can direct that aid down to the truly needy. Some time ago, Mr. Mondale said something about education and college students and help of that kind. Half — one out of two of the full- time college students in the United States are receiving some form of Federal aid. But there, again, we found people that there under the previous administration, families that had no limit to income were still eligible for low- interest college loans. We didnt think that was right. And so, we have set a standard that those loans and those grants are directed to the people who otherwise could not go to college, their family incomes were so low. So, there are a host of other figures that reveal that the grant programs are greater than they have ever been, taking care of more people than they ever have. 7. 7 million elderly citizens who were living in the lowest 20 percent of earnings — 7. 7 million have moved up into another bracket since our administration took over, leaving only 5 million of the elderly in that bracket when there had been more than 13 million.",Pres,1984.0,1984-10-07,1.0
James Wieghart,"Mr. President, in a visit to Texas — in Brownsville, I believe it was, in the Rio Grande Valley — you did observe that the economic recovery was uneven. THE",Pres,1984.0,1984-10-07,0.0
Ronald Reagan,Yes.,Pres,1984.0,1984-10-07,1.0
James Wieghart,"In that particular area of Texas, unemployment was over 14 percent, whereas statewide, it was the lowest in the country, I believe — 5. 6 percent. And you made the comment, however, that man does not live by bread alone. What did you mean by that comment? And if I interpret it correctly, it would be a comment more addressed to the affluent who obviously can look beyond just the bread they need to sustain them, with their wherewithal. THE",Pres,1984.0,1984-10-07,0.0
Ronald Reagan,"That had nothing to do with the other thing of talking about their needs or anything. I remember distinctly, I was segueing into another subject. I was talking about the things that have been accomplished, and that was referring to the revival of patriotism and optimism, the new spirit that were finding all over America. And it is a wonderful thing to see when you get out there among the people. So, that was the only place that that was used. I did avoid, Im afraid, in my previous answer, also, the idea of uneven, yes. There is no way that the recovery is even across the country, just as in the depths of the recession, there were some parts of the country that were worse off, but some that didnt even feel the pain of the recession. Were not going to rest and not going to be happy until every person in this country who wants a job can have one, until the recovery is complete across the country.",Pres,1984.0,1984-10-07,1.0
James Wieghart,"Mr. Mondale, as you can gather from the question to the President, the celebrated War on Poverty obviously didnt end the problem of poverty, although it may have dented it. The poor and the homeless and the disadvantaged are still with us. What should the Federal Governments role be to turn back the growth in the number of people living below the poverty level, which is now 35 million in the United States, and to help deal with the structural unemployment problems that the President was referring to in an uneven recovery?",Pres,1984.0,1984-10-07,0.0
Walter Mondale,"Number one, weve got to get the debt down to get the interest rates down so the economy will grow and people will be employed. Number two, we have to work with cities and others to help generate economic growth in those communities — through the Urban Development Action Grant Program. I dont mind those enterprise zones; lets try them, but not as a substitute for the others. Certainly education and training is crucial. If these young Americans dont have the skills that make them attractive to employees, theyre not going to get jobs. The next thing is to try to get more entrepreneurship in business within the reach of minorities so that these businesses are located in the communities in which theyre found. The other thing is, we need the business community as well as government heavily involved in these communities to try to get economic growth. There is no question that the poor are worse off. I think the President genuinely believes that theyre better off. But the figures show that about 8 million more people are below the poverty line than 4 years ago. How you can cut school lunches, how you can cut student assistance, how you can cut housing, how you can cut disability benefits, how you can do all of these things and then the people receiving them — for example, the disabled, who have no alternative — how theyre going to do better, I dont know. Now, we need a tight budget, but theres no question that this administration has singled out things that affect the most vulnerable in American life, and theyre hurting. One final point if I might. Theres another part of the lopsided economy that were in today, and that is that these heavy deficits have killed exports and are swamping the Nation with cheap imports. We are now $120 billion of imports, 3 million jobs lost, and farmers are having their worst year. Thats another reason to get the deficit down.",Pres,1984.0,1984-10-07,1.0
James Wieghart,"Mr. Mondale, is it possible that the vast majority of Americans who appear to be prosperous have lost interest in the kinds of programs youre discussing to help those less privileged than they are?",Pres,1984.0,1984-10-07,0.0
